session,species,size_bin,SVC_abundance,prey_abundance,pred_abundance,size_bin_lengths
165,princess parrotfish,2,0,1,0,7.533217
165,princess parrotfish,3,0,2,0,12.91456
165,queen angelfish,2,0,1,0,7.533217
165,redband parrotfish,1,0,44,0,3.63321
165,redband parrotfish,3,0,6,0,12.91456
165,rock beauty,3,0,1,0,12.91456
165,roughhead blenny,1,0,4,0,3.63321
165,spanish hogfish,5,0,1,0,24.92844
165,spotted goatfish,3,0,1,0,12.91456
165,spotted goatfish,4,0,1,0,17.94356
165,stoplight parrotfish,1,0,1,0,3.63321
165,stoplight parrotfish,2,0,4,0,7.533217
165,striped parrotfish,3,0,3,0,12.91456
165,striped parrotfish,4,0,1,0,17.94356
165,yellowhead wrasse,1,0,3,0,3.63321
165,yellowhead wrasse,4,0,3,0,17.94356
165,greater soapfish,5,0,0,1,24.92844
165,mutton snapper,6,0,0,1,47.70199
166,reef butterflyfish,2,2,2,0,7.533217
166,ocean surgeonfish,2,1,0,0,7.533217
166,spotfin butterflyfish,3,2,1,0,12.91456
166,sharpnose puffer,1,3,20,0,3.63321
166,yellowhead wrasse,1,1,13,0,3.63321
166,foureye butterflyfish,2,4,4,0,7.533217
166,scrawled filefish,6,4,1,0,47.70199
166,brown chromis,2,15,0,0,7.533217
166,bicolor damselfish,1,15.25,78,0,3.63321
166,bluehead wrasse,1,10,17,0,3.63321
166,blue chromis,2,7,0,0,7.533217
166,masked goby,1,26,358,0,3.63321
166,striped parrotfish,1,1,6,0,3.63321
166,princess parrotfish,2,5.25,0,0,7.533217
166,creole wrasse,2,15,23,0,7.533217
166,blue runner,3,1.8,0,0,12.91456
166,striped parrotfish,2,4,2,0,7.533217
166,blue runner,4,133.2,0,0,17.94356
166,mutton snapper,6,1,0,1,47.70199
166,blue parrotfish,6,1,1,0,47.70199
166,rock beauty,2,1,0,0,7.533217
166,butter hamlet,2,1,2,0,7.533217
166,black grouper,6,1,1,2,47.70199
166,balloonfish,3,1,0,0,12.91456
166,barracuda,6,1,0,0,47.70199
166,stoplight parrotfish,6,1,0,0,47.70199
166,cero,6,1,0,0,47.70199
166,queen angelfish,6,1,0,0,47.70199
166,clown wrasse,2,1,2,0,7.533217
166,graysby,3,1,2,2,12.91456
166,harlequin bass,2,1,6,0,7.533217
166,cocoa damselfish,2,1,0,0,7.533217
166,french angelfish,6,1,1,0,47.70199
166,blue tang,3,1,0,0,12.91456
166,doctorfish,3,1,0,0,12.91456
166,yellowhead wrasse,2,2,19,0,7.533217
166,bicolor damselfish,2,45.75,75,0,7.533217
166,bluehead wrasse,2,29,41,0,7.533217
166,brown chromis,3,5,8,0,12.91456
166,princess parrotfish,3,1.75,0,0,12.91456
166,creole wrasse,3,5,19,0,12.91456
166,blue runner,5,45,0,0,24.92844
166,ocean surgeonfish,3,1,0,0,12.91456
166,yellowhead wrasse,3,1,7,0,12.91456
166,bluehead wrasse,3,1,1,0,12.91456
166,striped parrotfish,3,1,0,0,12.91456
166,black margate,6,0,1,0,47.70199
166,blue chromis,3,0,1,0,12.91456
166,blue tang,4,0,4,0,17.94356
166,bluehead wrasse,6,0,1,0,47.70199
166,bridled goby,1,0,25,0,3.63321
166,bridled goby,2,0,10,0,7.533217
166,colon goby,1,0,10,0,3.63321
166,creole wrasse,1,0,1,0,3.63321
166,creole wrasse,4,0,34,0,17.94356
166,french grunt,4,0,2,0,17.94356
166,goldspot goby,1,0,27,0,3.63321
166,goldspot goby,2,0,3,0,7.533217
166,graysby,2,0,1,7,7.533217
166,greenblotch parrotfish,1,0,5,0,3.63321
166,greenblotch parrotfish,2,0,2,0,7.533217
166,nassau grouper,6,0,1,1,47.70199
166,ocean surgeonfish,4,0,2,0,17.94356
166,pallid goby,1,0,9,0,3.63321
166,porkfish,2,0,1,0,7.533217
166,princess parrotfish,5,0,2,0,24.92844
166,queen angelfish,4,0,1,0,17.94356
166,redband parrotfish,1,0,31,0,3.63321
166,redband parrotfish,2,0,20,0,7.533217
166,redband parrotfish,3,0,2,0,12.91456
166,redband parrotfish,4,0,4,0,17.94356
166,redband parrotfish,5,0,1,0,24.92844
166,roughhead blenny,1,0,6,0,3.63321
166,sharpnose puffer,2,0,1,0,7.533217
166,smooth trunkfish,3,0,1,0,12.91456
166,stoplight parrotfish,2,0,2,0,7.533217
166,stoplight parrotfish,5,0,1,0,24.92844
166,trumpetfish,5,0,1,0,24.92844
166,yellowhead wrasse,4,0,2,0,17.94356
166,coney,6,0,0,1,47.70199
166,graysby,4,0,0,1,17.94356
168,cocoa damselfish,1,1,0,0,3.63321
168,striped parrotfish,1,4.5,24,0,3.63321
168,white grunt,2,3.75,52,0,7.533217
168,sergeant major,1,1,0,0,3.63321
168,sergeant major,2,6,2,0,7.533217
168,stoplight parrotfish,1,1,2,0,3.63321
168,goldspot goby,2,1,6,0,7.533217
168,bluehead wrasse,2,1,5,0,7.533217
168,foureye butterflyfish,2,1,7,0,7.533217
168,blue parrotfish,2,1,1,0,7.533217
168,redband parrotfish,3,1,2,0,12.91456
168,blue tang,3,1,2,0,12.91456
168,gray snapper,6,1,0,0,47.70199
168,butter hamlet,2,1,5,0,7.533217
168,queen angelfish,2,1,3,0,7.533217
168,porgy sp.,3,1,0,0,12.91456
168,yellowtail snapper,6,1,0,0,47.70199
168,striped parrotfish,2,13.5,40,0,7.533217
168,white grunt,3,1.25,4,0,12.91456
168,cocoa damselfish,2,1,0,0,7.533217
168,balloonfish,4,0,1,0,17.94356
168,beaugregory,1,0,13,0,3.63321
168,beaugregory,2,0,29,0,7.533217
168,bicolor damselfish,2,0,1,0,7.533217
168,blue angelfish,1,0,1,0,3.63321
168,blue angelfish,2,0,1,0,7.533217
168,blue parrotfish,1,0,1,0,3.63321
168,blue parrotfish,3,0,1,0,12.91456
168,bluehead wrasse,3,0,1,0,12.91456
168,bluestriped grunt,2,0,2,0,7.533217
168,bridled goby,1,0,3,0,3.63321
168,bridled goby,2,0,1,0,7.533217
168,dusky damselfish,2,0,3,0,7.533217
168,french grunt,2,0,15,0,7.533217
168,french grunt,3,0,1,0,12.91456
168,goldspot goby,1,0,2,0,3.63321
168,gray angelfish,2,0,1,0,7.533217
168,gray angelfish,5,0,2,0,24.92844
168,hogfish,5,0,1,0,24.92844
168,hogfish,6,0,2,0,47.70199
168,ocean surgeonfish,2,0,1,0,7.533217
168,queen angelfish,1,0,1,0,3.63321
168,redband parrotfish,2,0,7,0,7.533217
168,redband parrotfish,4,0,1,0,17.94356
168,roughhead blenny,1,0,6,0,3.63321
168,schoolmaster snapper,3,0,1,0,12.91456
168,sharpnose puffer,1,0,1,0,3.63321
168,spotfin butterflyfish,2,0,1,0,7.533217
168,stoplight parrotfish,2,0,7,0,7.533217
168,stoplight parrotfish,3,0,1,0,12.91456
168,threespot damselfish,1,0,1,0,3.63321
168,threespot damselfish,2,0,2,0,7.533217
168,white grunt,4,0,4,0,17.94356
168,white grunt,5,0,2,0,24.92844
168,yellowtail snapper,3,0,1,0,12.91456
168,black grouper,3,0,0,1,12.91456
168,black grouper,6,0,0,1,47.70199
168,gag grouper,6,0,0,1,47.70199
168,green moray,6,0,0,1,47.70199
168,lionfish,4,0,0,1,17.94356
168,lionfish,5,0,0,2,24.92844
168,spotted moray,6,0,0,1,47.70199
169,cocoa damselfish,2,2,0,0,7.533217
169,foureye butterflyfish,1,1,2,0,3.63321
169,french grunt,1,1,11,0,3.63321
169,blue tang,3,4,0,0,12.91456
169,white grunt,2,5.25,18,0,7.533217
169,striped parrotfish,1,5.5,44,0,3.63321
169,gray snapper,5,3.75,3,0,24.92844
169,sergeant major,1,3.75,12,0,3.63321
169,bluestriped grunt,4,1,3,0,17.94356
169,bluestriped grunt,5,5,6,0,24.92844
169,stoplight parrotfish,2,1,10,0,7.533217
169,black grouper,3,1,0,0,12.91456
169,queen angelfish,2,1,2,0,7.533217
169,blue parrotfish,1,1,0,0,3.63321
169,porkfish,3,1,0,0,12.91456
169,doctorfish,3,1,1,0,12.91456
169,spotfin butterflyfish,4,1,0,0,17.94356
169,redband parrotfish,3,1,0,0,12.91456
169,ocean surgeonfish,2,1,1,0,7.533217
169,bluehead wrasse,2,1,0,0,7.533217
169,balloonfish,5,1,0,0,24.92844
169,gag grouper,6,1,0,2,47.70199
169,foureye butterflyfish,2,2,4,0,7.533217
169,french grunt,2,2,49,0,7.533217
169,striped parrotfish,2,15.5,75,0,7.533217
169,white grunt,4,0.75,37,0,17.94356
169,gray snapper,6,1.25,0,0,47.70199
169,sergeant major,2,1.25,4,0,7.533217
169,white grunt,5,1,9,0,24.92844
169,striped parrotfish,3,1,0,0,12.91456
169,atlantic spadefish,5,0,1,0,24.92844
169,beaugregory,1,0,37,0,3.63321
169,beaugregory,2,0,42,0,7.533217
169,bicolor damselfish,1,0,3,0,3.63321
169,blue parrotfish,2,0,2,0,7.533217
169,bridled goby,1,0,23,0,3.63321
169,bridled goby,2,0,12,0,7.533217
169,butter hamlet,2,0,3,0,7.533217
169,colon goby,1,0,1,0,3.63321
169,doctorfish,1,0,1,0,3.63321
169,dusky damselfish,1,0,1,0,3.63321
169,french angelfish,4,0,1,0,17.94356
169,goldspot goby,1,0,2,0,3.63321
169,goldspot goby,2,0,14,0,7.533217
169,gray angelfish,4,0,1,0,17.94356
169,gray snapper,2,0,1,0,7.533217
169,gray snapper,4,0,1,0,17.94356
169,green moray,6,0,1,0,47.70199
169,hogfish,4,0,1,0,17.94356
169,neon goby,1,0,1,0,3.63321
169,ocean surgeonfish,1,0,1,0,3.63321
169,ocean surgeonfish,3,0,1,0,12.91456
169,queen angelfish,1,0,1,0,3.63321
169,red grouper,5,0,2,1,24.92844
169,red grouper,6,0,1,3,47.70199
169,redband parrotfish,2,0,10,0,7.533217
169,spotfin butterflyfish,3,0,4,0,12.91456
169,spotted moray,6,0,1,0,47.70199
169,stoplight parrotfish,1,0,6,0,3.63321
169,threespot damselfish,2,0,4,0,7.533217
169,tomtate,1,0,217,0,3.63321
169,tomtate,2,0,51,0,7.533217
169,white grunt,1,0,5,0,3.63321
169,yellowhead wrasse,4,0,1,0,17.94356
169,black grouper,4,0,0,1,17.94356
169,black grouper,5,0,0,1,24.92844
169,black grouper,6,0,0,1,47.70199
169,lionfish,4,0,0,1,17.94356
170,gray snapper,5,1,12,0,24.92844
170,cocoa damselfish,2,2,0,0,7.533217
170,yellowtail snapper,3,2,3,0,12.91456
170,french grunt,2,2,7,0,7.533217
170,redband parrotfish,1,2,4,0,3.63321
170,white grunt,2,36,108,0,7.533217
170,bluestriped grunt,2,3.75,1,0,7.533217
170,bluehead wrasse,3,1,0,0,12.91456
170,ocean surgeonfish,3,1,0,0,12.91456
170,stoplight parrotfish,2,1,5,0,7.533217
170,foureye butterflyfish,1,1,0,0,3.63321
170,gray angelfish,4,1,1,0,17.94356
170,butter hamlet,2,1,1,0,7.533217
170,blue tang,4,1,3,0,17.94356
170,slippery dick,2,1,4,0,7.533217
170,striped parrotfish,2,1,18,0,7.533217
170,goldspot goby,2,1,8,0,7.533217
170,rainbow parrotfish,6,1,0,0,47.70199
170,colon goby,1,1,0,0,3.63321
170,hogfish,6,1,0,0,47.70199
170,blue angelfish,6,1,0,0,47.70199
170,trumpetfish,6,1,1,0,47.70199
170,balloonfish,5,1,0,0,24.92844
170,white grunt,3,12,11,0,12.91456
170,bluestriped grunt,3,1.25,0,0,12.91456
170,gray snapper,6,1,0,0,47.70199
170,redband parrotfish,2,1,18,0,7.533217
170,balloonfish,4,0,1,0,17.94356
170,beaugregory,1,0,2,0,3.63321
170,beaugregory,2,0,21,0,7.533217
170,bicolor damselfish,1,0,1,0,3.63321
170,bicolor damselfish,2,0,1,0,7.533217
170,blue hamlet,2,0,2,0,7.533217
170,bluehead wrasse,2,0,2,0,7.533217
170,bluestriped grunt,4,0,12,0,17.94356
170,bluestriped grunt,5,0,7,0,24.92844
170,bridled goby,1,0,5,0,3.63321
170,bridled goby,2,0,1,0,7.533217
170,doctorfish,5,0,1,0,24.92844
170,dusky damselfish,1,0,1,0,3.63321
170,foureye butterflyfish,2,0,1,0,7.533217
170,french grunt,1,0,2,0,3.63321
170,french grunt,3,0,2,0,12.91456
170,french grunt,4,0,2,0,17.94356
170,gag grouper,6,0,1,2,47.70199
170,goldspot goby,1,0,3,0,3.63321
170,gray snapper,3,0,1,0,12.91456
170,gray snapper,4,0,7,0,17.94356
170,highhat,3,0,1,0,12.91456
170,hogfish,4,0,1,0,17.94356
170,hogfish,5,0,1,0,24.92844
170,neon goby,1,0,1,0,3.63321
170,porkfish,3,0,1,0,12.91456
170,queen angelfish,2,0,1,0,7.533217
170,red grouper,6,0,1,1,47.70199
170,redband parrotfish,3,0,4,0,12.91456
170,redband parrotfish,4,0,1,0,17.94356
170,roughhead blenny,1,0,8,0,3.63321
170,saucereye porgy,4,0,1,0,17.94356
170,sergeant major,2,0,1,0,7.533217
170,sharpnose puffer,2,0,1,0,7.533217
170,spotfin butterflyfish,2,0,2,0,7.533217
170,spotted moray,6,0,1,0,47.70199
170,stoplight parrotfish,1,0,9,0,3.63321
170,striped parrotfish,1,0,35,0,3.63321
170,threespot damselfish,1,0,1,0,3.63321
170,threespot damselfish,2,0,1,0,7.533217
170,tomtate,1,0,326,0,3.63321
170,tomtate,2,0,10,0,7.533217
170,white grunt,4,0,38,0,17.94356
170,white grunt,5,0,9,0,24.92844
170,yellowtail snapper,2,0,1,0,7.533217
171,rock beauty,3,1,0,0,12.91456
171,blue tang,3,2,0,0,12.91456
171,reef butterflyfish,2,1,0,0,7.533217
171,sharpnose puffer,1,2,10,0,3.63321
171,greenblotch parrotfish,1,2,13,0,3.63321
171,creole wrasse,1,3,0,0,3.63321
171,blue chromis,1,1,0,0,3.63321
171,bicolor damselfish,1,32.25,59,0,3.63321
171,ocean surgeonfish,3,1.5,6,0,12.91456
171,redband parrotfish,1,2.5,20,0,3.63321
171,striped parrotfish,1,10.5,21,0,3.63321
171,yellowhead wrasse,1,1,9,0,3.63321
171,bluehead wrasse,1,24,45,0,3.63321
171,masked goby,1,46,66,0,3.63321
171,scad sp.,2,3,0,0,7.533217
171,blue chromis,2,14,4,0,7.533217
171,yellowhead wrasse,2,4,35,0,7.533217
171,scad sp.,3,294,0,0,12.91456
171,white grunt,6,1,0,0,47.70199
171,butter hamlet,2,1,1,0,7.533217
171,barred hamlet,2,1,0,0,7.533217
171,brown chromis,1,1,0,0,3.63321
171,clown wrasse,2,1,8,0,7.533217
171,cocoa damselfish,2,1,0,0,7.533217
171,redtail parrotfish,6,1,0,0,47.70199
171,barracuda,6,1,1,0,47.70199
171,bar jack,4,1,0,0,17.94356
171,mutton snapper,6,1,0,1,47.70199
171,spanish hogfish,6,1,0,0,47.70199
171,harlequin bass,2,1,2,0,7.533217
171,french grunt,3,1,0,0,12.91456
171,foureye butterflyfish,2,1,2,0,7.533217
171,stoplight parrotfish,2,1,3,0,7.533217
171,graysby,4,1,0,1,17.94356
171,princess parrotfish,1,1,0,0,3.63321
171,ocean surgeonfish,4,4.5,4,0,17.94356
171,redband parrotfish,2,5,12,0,7.533217
171,bicolor damselfish,2,10.75,43,0,7.533217
171,redband parrotfish,3,2.5,1,0,12.91456
171,striped parrotfish,2,3.5,12,0,7.533217
171,bluehead wrasse,2,7,89,0,7.533217
171,rock beauty,5,1,0,0,24.92844
171,reef butterflyfish,3,1,0,0,12.91456
171,yellowhead wrasse,3,1,2,0,12.91456
171,bluehead wrasse,3,1,5,0,12.91456
171,scad sp.,4,3,0,0,17.94356
171,beaugregory,2,0,1,0,7.533217
171,blue chromis,3,0,1,0,12.91456
171,blue tang,4,0,1,0,17.94356
171,bluelip parrotfish,2,0,1,0,7.533217
171,bridled goby,1,0,23,0,3.63321
171,bridled goby,2,0,1,0,7.533217
171,clown wrasse,3,0,3,0,12.91456
171,colon goby,1,0,2,0,3.63321
171,goldspot goby,1,0,25,0,3.63321
171,goldspot goby,2,0,2,0,7.533217
171,greenblotch parrotfish,2,0,5,0,7.533217
171,harlequin bass,1,0,1,0,3.63321
171,longfin damselfish,2,0,1,0,7.533217
171,pallid goby,1,0,2,0,3.63321
171,redband parrotfish,4,0,1,0,17.94356
171,redband parrotfish,5,0,1,0,24.92844
171,roughhead blenny,1,0,3,0,3.63321
171,round scad,3,0,22,0,12.91456
171,round scad,4,0,8,0,17.94356
171,sharpnose puffer,2,0,2,0,7.533217
171,slippery dick,2,0,1,0,7.533217
171,stoplight parrotfish,1,0,3,0,3.63321
171,yellowhead wrasse,4,0,1,0,17.94356
171,black grouper,6,0,0,1,47.70199
171,graysby,3,0,0,8,12.91456
171,spotted moray,6,0,0,1,47.70199
172,bluelip parrotfish,1,2,6,0,3.63321
172,yellowhead wrasse,1,1,2,0,3.63321
172,yellowhead jawfish,2,2,0,0,7.533217
172,spotfin butterflyfish,3,2,0,0,12.91456
172,reef butterflyfish,2,2,0,0,7.533217
172,striped parrotfish,2,2,14,0,7.533217
172,rock beauty,2,1,0,0,7.533217
172,greenblotch parrotfish,2,3,8,0,7.533217
172,ocean surgeonfish,2,1,0,0,7.533217
172,sharpnose puffer,1,4,8,0,3.63321
172,bicolor damselfish,1,24,58,0,3.63321
172,blue chromis,1,1,1,0,3.63321
172,redband parrotfish,1,5.25,21,0,3.63321
172,blue chromis,2,4,11,0,7.533217
172,bluehead wrasse,3,1,5,0,12.91456
172,butter hamlet,2,1,1,0,7.533217
172,harlequin bass,2,1,7,0,7.533217
172,blue tang,3,1,0,0,12.91456
172,white grunt,5,1,0,0,24.92844
172,hogfish,5,1,1,0,24.92844
172,coney,5,1,0,0,24.92844
172,stoplight parrotfish,2,1,1,0,7.533217
172,spotted goatfish,4,1,0,0,17.94356
172,foureye butterflyfish,2,1,0,0,7.533217
172,graysby,4,1,0,3,17.94356
172,clown wrasse,2,1,2,0,7.533217
172,gray angelfish,6,1,0,0,47.70199
172,ocean surgeonfish,3,3,2,0,12.91456
172,bicolor damselfish,2,8,27,0,7.533217
172,redband parrotfish,2,0.75,12,0,7.533217
172,yellowhead wrasse,3,1,4,0,12.91456
172,rock beauty,4,1,0,0,17.94356
172,sharpnose puffer,2,1,0,0,7.533217
172,redband parrotfish,3,1,5,0,12.91456
172,bluehead wrasse,1,0,28,0,3.63321
172,bluehead wrasse,2,0,119,0,7.533217
172,bluelip parrotfish,2,0,1,0,7.533217
172,bridled goby,1,0,31,0,3.63321
172,bridled goby,2,0,4,0,7.533217
172,butter hamlet,1,0,1,0,3.63321
172,colon goby,1,0,7,0,3.63321
172,doctorfish,5,0,1,0,24.92844
172,goldspot goby,1,0,42,0,3.63321
172,goldspot goby,2,0,6,0,7.533217
172,graysby,2,0,1,1,7.533217
172,greenblotch parrotfish,1,0,21,0,3.63321
172,lantern bass,1,0,1,0,3.63321
172,masked goby,1,0,1,0,3.63321
172,ocean surgeonfish,4,0,1,0,17.94356
172,pallid goby,1,0,6,0,3.63321
172,redband parrotfish,4,0,2,0,17.94356
172,redband parrotfish,5,0,1,0,24.92844
172,spotted scorpionfish,5,0,1,0,24.92844
172,striped grunt,2,0,17,0,7.533217
172,striped parrotfish,1,0,4,0,3.63321
172,yellowhead wrasse,2,0,40,0,7.533217
172,black grouper,6,0,0,1,47.70199
172,coney,6,0,0,1,47.70199
172,graysby,6,0,0,3,47.70199
172,mutton snapper,6,0,0,1,47.70199
172,red hind,6,0,0,1,47.70199
173,graysby,3,1,3,3,12.91456
173,french grunt,3,1,7,0,12.91456
173,rock beauty,2,1,0,0,7.533217
173,greenblotch parrotfish,1,2,11,0,3.63321
173,foureye butterflyfish,2,2,2,0,7.533217
173,sharpnose puffer,1,3,27,0,3.63321
173,ocean surgeonfish,3,3,2,0,12.91456
173,yellowhead wrasse,1,2.25,10,0,3.63321
173,redband parrotfish,1,1,26,0,3.63321
173,bluehead wrasse,1,15.75,102,0,3.63321
173,striped parrotfish,1,1,12,0,3.63321
173,bicolor damselfish,1,12.75,42,0,3.63321
173,blue chromis,2,9,22,0,7.533217
173,bar jack,4,5.25,0,0,17.94356
173,masked goby,1,140,1990,0,3.63321
173,creole wrasse,2,1.5,1,0,7.533217
173,redband parrotfish,2,5.75,19,0,7.533217
173,striped parrotfish,2,7.25,61,0,7.533217
173,creole wrasse,3,147,0,0,12.91456
173,harlequin bass,1,1,6,0,3.63321
173,cocoa damselfish,2,1,0,0,7.533217
173,clown wrasse,2,1,0,0,7.533217
173,spotted goatfish,4,1,1,0,17.94356
173,butter hamlet,2,1,6,0,7.533217
173,blue tang,3,1,0,0,12.91456
173,black hamlet,2,1,0,0,7.533217
173,brown chromis,2,1,0,0,7.533217
173,princess parrotfish,6,1,0,0,47.70199
173,french angelfish,6,1,0,0,47.70199
173,reef butterflyfish,2,1,0,0,7.533217
173,smooth trunkfish,5,1,0,0,24.92844
173,banded butterflyfish,2,1,0,0,7.533217
173,mutton snapper,6,1,1,1,47.70199
173,spanish hogfish,3,1,0,0,12.91456
173,red grouper,6,1,1,0,47.70199
173,gray angelfish,6,1,0,0,47.70199
173,doctorfish,2,1,0,0,7.533217
173,white grunt,4,1,0,0,17.94356
173,cero,6,1,0,0,47.70199
173,yellowtail snapper,3,1,0,0,12.91456
173,yellowhead wrasse,2,5.75,24,0,7.533217
173,bicolor damselfish,2,38.25,78,0,7.533217
173,redband parrotfish,3,2.25,2,0,12.91456
173,bluehead wrasse,2,4.25,55,0,7.533217
173,striped parrotfish,3,2.75,3,0,12.91456
173,bar jack,5,1.75,0,0,24.92844
173,graysby,4,1,4,5,17.94356
173,french grunt,4,1,4,0,17.94356
173,rock beauty,3,1,0,0,12.91456
173,ocean surgeonfish,4,1,1,0,17.94356
173,yellowhead wrasse,3,1,7,0,12.91456
173,bluehead wrasse,3,1,1,0,12.91456
173,creole wrasse,4,1.5,1,0,17.94356
173,bandtail puffer,2,0,1,0,7.533217
173,beaugregory,1,0,1,0,3.63321
173,beaugregory,2,0,6,0,7.533217
173,blue chromis,1,0,6,0,3.63321
173,blue chromis,3,0,1,0,12.91456
173,blue runner,5,0,1,0,24.92844
173,blue tang,2,0,1,0,7.533217
173,bridled goby,1,0,50,0,3.63321
173,bridled goby,2,0,10,0,7.533217
173,butter hamlet,1,0,1,0,3.63321
173,butter hamlet,3,0,3,0,12.91456
173,colon goby,1,0,2,0,3.63321
173,creole wrasse,1,0,6,0,3.63321
173,goldspot goby,1,0,62,0,3.63321
173,goldspot goby,2,0,10,0,7.533217
173,graysby,2,0,1,1,7.533217
173,greenblotch parrotfish,2,0,5,0,7.533217
173,harlequin bass,2,0,6,0,7.533217
173,ocean surgeonfish,5,0,1,0,24.92844
173,pallid goby,1,0,37,0,3.63321
173,pallid goby,2,0,13,0,7.533217
173,princess parrotfish,2,0,2,0,7.533217
173,princess parrotfish,4,0,4,0,17.94356
173,princess parrotfish,5,0,5,0,24.92844
173,redband parrotfish,4,0,1,0,17.94356
173,roughhead blenny,1,0,7,0,3.63321
173,sharpnose puffer,2,0,3,0,7.533217
173,smooth trunkfish,3,0,1,0,12.91456
173,spotted drum,3,0,1,0,12.91456
173,stoplight parrotfish,1,0,2,0,3.63321
173,stoplight parrotfish,2,0,5,0,7.533217
173,stoplight parrotfish,6,0,1,0,47.70199
173,striped parrotfish,4,0,2,0,17.94356
173,threespot damselfish,2,0,2,0,7.533217
173,wrasse blenny,1,0,1,0,3.63321
173,yellowtail snapper,2,0,1,0,7.533217
173,black grouper,6,0,0,1,47.70199
173,graysby,1,0,0,1,3.63321
173,graysby,5,0,0,3,24.92844
173,red hind,5,0,0,1,24.92844
173,spotted moray,5,0,0,1,24.92844
173,spotted moray,6,0,0,2,47.70199
174,blue tang,3,2,0,0,12.91456
174,cocoa damselfish,1,1,0,0,3.63321
174,porkfish,2,3,0,0,7.533217
174,redband parrotfish,1,1,3,0,3.63321
174,white grunt,3,1,4,0,12.91456
174,bluestriped grunt,4,1,13,0,17.94356
174,striped parrotfish,1,7.75,17,0,3.63321
174,sailor's choice,4,1,0,0,17.94356
174,stoplight parrotfish,1,6,8,0,3.63321
174,white grunt,4,7.75,17,0,17.94356
174,bluestriped grunt,5,29.75,11,0,24.92844
174,sailor's choice,5,20,0,0,24.92844
174,doctorfish,3,1,0,0,12.91456
174,bluehead wrasse,2,1,2,0,7.533217
174,colon goby,1,1,2,0,3.63321
174,schoolmaster snapper,5,1,0,0,24.92844
174,redtail parrotfish,6,1,0,0,47.70199
174,bar jack,6,1,0,0,47.70199
174,foureye butterflyfish,2,1,1,0,7.533217
174,blue angelfish,5,1,0,0,24.92844
174,spotfin butterflyfish,3,1,2,0,12.91456
174,redband parrotfish,3,2,0,0,12.91456
174,white grunt,5,26.25,9,0,24.92844
174,striped parrotfish,2,15.5,10,0,7.533217
174,bluestriped grunt,6,10.25,0,0,47.70199
174,striped parrotfish,3,6.75,2,0,12.91456
174,sailor's choice,6,7,0,0,47.70199
174,stoplight parrotfish,2,2,2,0,7.533217
174,cocoa damselfish,2,1,0,0,7.533217
174,striped parrotfish,5,1,0,0,24.92844
174,bar jack,3,0,3,0,12.91456
174,beaugregory,1,0,1,0,3.63321
174,bicolor damselfish,1,0,2,0,3.63321
174,blue tang,1,0,1,0,3.63321
174,blue tang,2,0,1,0,7.533217
174,blue tang,4,0,1,0,17.94356
174,bluestriped grunt,3,0,1,0,12.91456
174,bridled goby,1,0,7,0,3.63321
174,dusky damselfish,1,0,1,0,3.63321
174,dusky damselfish,2,0,6,0,7.533217
174,goldspot goby,1,0,3,0,3.63321
174,hogfish,4,0,1,0,17.94356
174,neon goby,1,0,3,0,3.63321
174,ocean surgeonfish,5,0,1,0,24.92844
174,porkfish,1,0,1,0,3.63321
174,porkfish,4,0,2,0,17.94356
174,porkfish,5,0,2,0,24.92844
174,puddingwife,2,0,1,0,7.533217
174,queen angelfish,5,0,1,0,24.92844
174,rainbow parrotfish,6,0,1,0,47.70199
174,redband parrotfish,2,0,1,0,7.533217
174,roughhead blenny,1,0,1,0,3.63321
174,sergeant major,1,0,17,0,3.63321
174,slippery dick,2,0,2,0,7.533217
174,white grunt,1,0,1,0,3.63321
174,white margate,4,0,1,0,17.94356
174,white margate,5,0,1,0,24.92844
174,green moray,6,0,0,1,47.70199
174,nassau grouper,6,0,0,1,47.70199
175,harlequin bass,2,1,4,0,7.533217
175,graysby,3,1,1,3,12.91456
175,smooth trunkfish,3,1,0,0,12.91456
175,puddingwife,2,2,0,0,7.533217
175,greenblotch parrotfish,2,2,5,0,7.533217
175,doctorfish,4,1,0,0,17.94356
175,ocean surgeonfish,2,2,1,0,7.533217
175,clown wrasse,2,3,12,0,7.533217
175,bicolor damselfish,1,73.5,198,0,3.63321
175,bluehead wrasse,1,22.5,94,0,3.63321
175,yellowhead wrasse,1,1,10,0,3.63321
175,french grunt,2,30.75,28,0,7.533217
175,striped parrotfish,1,6.75,57,0,3.63321
175,redband parrotfish,1,6,38,0,3.63321
175,masked goby,1,7,15,0,3.63321
175,tomtate,1,2.2,0,0,3.63321
175,yellowhead wrasse,2,6.5,23,0,7.533217
175,tomtate,2,215.60000000000002,102,0,7.533217
175,stoplight parrotfish,5,1,0,0,24.92844
175,cero,6,1,0,0,47.70199
175,sharpnose puffer,1,1,5,0,3.63321
175,cocoa damselfish,2,1,0,0,7.533217
175,yellowtail snapper,3,1,0,0,12.91456
175,gray angelfish,6,1,1,0,47.70199
175,bar jack,3,1,0,0,12.91456
175,balloonfish,4,1,0,0,17.94356
175,butter hamlet,2,1,4,0,7.533217
175,white grunt,6,1,0,0,47.70199
175,blue parrotfish,6,1,0,0,47.70199
175,bicolor damselfish,2,24.5,89,0,7.533217
175,bluehead wrasse,2,6.5,37,0,7.533217
175,yellowhead wrasse,3,1.5,4,0,12.91456
175,french grunt,3,10.25,21,0,12.91456
