"","session","species","var","SVC_tl","SVC_abundance","size_bin"
"1371",166,"balloonfish","3",15,1,3
"1372",166,"barracuda","3",80,1,6
"1373",166,"stoplight parrotfish","3",35,1,6
"1374",166,"cero","3",45,1,6
"1375",166,"queen angelfish","3",32,1,6
"1376",166,"clown wrasse","3",8,1,2
"1377",166,"graysby","3",13,1,3
"1378",166,"harlequin bass","3",8,1,2
"1379",166,"cocoa damselfish","3",8,1,2
"1380",166,"french angelfish","3",38,1,6
"1381",166,"blue tang","3",14,1,3
"1382",166,"doctorfish","3",15,1,3
"1383",166,"sharpnose puffer","3",4,1,1
"1384",166,"yellowhead wrasse","3",7,2,2
"1385",166,"foureye butterflyfish","3",8,2,2
"1386",166,"scrawled filefish","3",45,2,6
"1387",166,"brown chromis","3",10,10,2
"1388",166,"bicolor damselfish","3",6,30.5,2
"1389",166,"bluehead wrasse","3",6,20,2
"1390",166,"blue chromis","3",10,3.5,2
"1391",166,"masked goby","3",3,13,1
"1392",166,"striped parrotfish","3",6,3,2
"1393",166,"princess parrotfish","3",7,3.5,2
"1394",166,"creole wrasse","3",10,10,2
"1395",166,"blue runner","3",20,90,4
"1396",166,"brown chromis","4",11,4,3
"1397",166,"bicolor damselfish","4",7.5,14.25,2
"1398",166,"bluehead wrasse","4",8.5,9,2
"1399",166,"blue chromis","4",10,0.75,2
"1400",166,"masked goby","4",3,5.5,1
"1401",166,"striped parrotfish","4",9,0.5,2
"1402",166,"princess parrotfish","4",11,0.75,3
"1403",166,"creole wrasse","4",11,4,3
"1404",166,"blue runner","4",22.5,43.2,5
"1405",166,"reef butterflyfish","5",10,1,2
"1406",166,"ocean surgeonfish","5",12,1,3
"1407",166,"spotfin butterflyfish","5",15,1,3
"1408",166,"sharpnose puffer","5",5,1,1
"1409",166,"yellowhead wrasse","5",11,1,3
"1410",166,"foureye butterflyfish","5",10,1,2
"1411",166,"scrawled filefish","5",55,1,6
"1412",166,"brown chromis","5",12,1,3
"1413",166,"bicolor damselfish","5",9,1,2
"1414",166,"bluehead wrasse","5",11,1,3
"1415",166,"blue chromis","5",10,1,2
"1416",166,"masked goby","5",3,1,1
"1417",166,"striped parrotfish","5",12,1,3
"1418",166,"princess parrotfish","5",15,1,3
"1419",166,"creole wrasse","5",12,1,3
"1420",166,"blue runner","5",25,1.8,5
"1421",168,"cocoa damselfish","1",3,1,1
"1422",168,"striped parrotfish","1",3,1,1
"1423",168,"white grunt","1",7,1,2
"1424",168,"sergeant major","1",5,1,1
"1425",168,"striped parrotfish","2",4.5,3.5,1
"1426",168,"white grunt","2",8.5,0.25,2
"1427",168,"sergeant major","2",5.5,0.75,2
"1428",168,"stoplight parrotfish","3",3,1,1
"1429",168,"goldspot goby","3",7,1,2
"1430",168,"bluehead wrasse","3",7,1,2
"1431",168,"foureye butterflyfish","3",6,1,2
"1432",168,"blue parrotfish","3",8,1,2
"1433",168,"redband parrotfish","3",11,1,3
"1434",168,"blue tang","3",12,1,3
"1435",168,"gray snapper","3",35,1,6
"1436",168,"butter hamlet","3",8,1,2
"1437",168,"queen angelfish","3",10,1,2
"1438",168,"porgy sp.","3",11,1,3
"1439",168,"yellowtail snapper","3",45,1,6
"1440",168,"striped parrotfish","3",6,9,2
"1441",168,"white grunt","3",10,2.5,2
"1442",168,"sergeant major","3",6,3.5,2
"1443",168,"striped parrotfish","4",7,3.5,2
"1444",168,"white grunt","4",11,0.25,3
"1445",168,"sergeant major","4",6.5,0.75,2
"1446",168,"cocoa damselfish","5",8,1,2
"1447",168,"striped parrotfish","5",8,1,2
"1448",168,"white grunt","5",12,1,3
"1449",168,"sergeant major","5",7,1,2
"1450",169,"cocoa damselfish","1",6,1,2
"1451",169,"foureye butterflyfish","1",3,1,1
"1452",169,"french grunt","1",5,1,1
"1453",169,"blue tang","1",11,1,3
"1454",169,"white grunt","1",8,1,2
"1455",169,"striped parrotfish","1",3,1,1
"1456",169,"gray snapper","1",25,1,5
"1457",169,"sergeant major","1",4,1,1
"1458",169,"bluestriped grunt","1",20,1,4
"1459",169,"white grunt","2",8.5,0.75,2
"1460",169,"striped parrotfish","2",4.5,4.5,1
"1461",169,"gray snapper","2",27.5,0.25,5
"1462",169,"sergeant major","2",4.5,0.25,1
"1463",169,"bluestriped grunt","2",22.5,0.5,5
"1464",169,"stoplight parrotfish","3",8,1,2
"1465",169,"black grouper","3",14,1,3
"1466",169,"queen angelfish","3",7,1,2
"1467",169,"blue parrotfish","3",5,1,1
"1468",169,"porkfish","3",13,1,3
"1469",169,"doctorfish","3",13,1,3
"1470",169,"spotfin butterflyfish","3",16,1,4
"1471",169,"redband parrotfish","3",12,1,3
"1472",169,"ocean surgeonfish","3",6,1,2
"1473",169,"bluehead wrasse","3",10,1,2
"1474",169,"balloonfish","3",25,1,5
"1475",169,"gag grouper","3",67,1,6
"1476",169,"foureye butterflyfish","3",7,1,2
"1477",169,"french grunt","3",7,1,2
"1478",169,"blue tang","3",13,2,3
"1479",169,"white grunt","3",9,3.5,2
"1480",169,"striped parrotfish","3",6,11,2
"1481",169,"gray snapper","3",30,2.5,5
"1482",169,"sergeant major","3",5,2.5,1
"1483",169,"bluestriped grunt","3",25,3,5
"1484",169,"white grunt","4",19.5,0.75,4
"1485",169,"striped parrotfish","4",8.5,4.5,2
"1486",169,"gray snapper","4",32.5,0.25,6
"1487",169,"sergeant major","4",6,0.25,2
"1488",169,"bluestriped grunt","4",25,0.5,5
"1489",169,"cocoa damselfish","5",9,1,2
"1490",169,"foureye butterflyfish","5",7,1,2
"1491",169,"french grunt","5",7,1,2
"1492",169,"blue tang","5",15,1,3
"1493",169,"white grunt","5",30,1,5
"1494",169,"striped parrotfish","5",11,1,3
"1495",169,"gray snapper","5",35,1,6
"1496",169,"sergeant major","5",7,1,2
"1497",169,"bluestriped grunt","5",25,1,5
"1498",170,"gray snapper","1",28,1,5
"1499",170,"cocoa damselfish","1",6,1,2
"1500",170,"yellowtail snapper","1",11,1,3
"1501",170,"french grunt","1",7,1,2
"1502",170,"redband parrotfish","1",3,1,1
"1503",170,"white grunt","1",9,1,2
"1504",170,"bluestriped grunt","1",9,1,2
"1505",170,"white grunt","2",9.5,11,2
"1506",170,"bluestriped grunt","2",9.5,0.25,2
"1507",170,"bluehead wrasse","3",12,1,3
"1508",170,"ocean surgeonfish","3",13,1,3
"1509",170,"stoplight parrotfish","3",10,1,2
"1510",170,"foureye butterflyfish","3",5,1,1
"1511",170,"gray angelfish","3",18,1,4
"1512",170,"butter hamlet","3",6,1,2
"1513",170,"blue tang","3",16,1,4
"1514",170,"slippery dick","3",8,1,2
"1515",170,"striped parrotfish","3",8,1,2
"1516",170,"goldspot goby","3",6,1,2
"1517",170,"rainbow parrotfish","3",48,1,6
"1518",170,"colon goby","3",4,1,1
"1519",170,"hogfish","3",35,1,6
"1520",170,"blue angelfish","3",40,1,6
"1521",170,"trumpetfish","3",44,1,6
"1522",170,"balloonfish","3",25,1,5
"1523",170,"redband parrotfish","3",5,1,1
"1524",170,"white grunt","3",10,24,2
"1525",170,"bluestriped grunt","3",10,2.5,2
"1526",170,"white grunt","4",11.5,11,3
"1527",170,"bluestriped grunt","4",12.5,0.25,3
"1528",170,"gray snapper","5",34,1,6
"1529",170,"cocoa damselfish","5",8,1,2
"1530",170,"yellowtail snapper","5",13,1,3
"1531",170,"french grunt","5",8,1,2
"1532",170,"redband parrotfish","5",6,1,2
"1533",170,"white grunt","5",13,1,3
"1534",170,"bluestriped grunt","5",15,1,3
"1535",171,"rock beauty","1",11,1,3
"1536",171,"blue tang","1",12,1,3
"1537",171,"reef butterflyfish","1",10,1,2
"1538",171,"sharpnose puffer","1",3,1,1
"1539",171,"greenblotch parrotfish","1",3,1,1
"1540",171,"creole wrasse","1",4,1,1
"1541",171,"blue chromis","1",5,1,1
"1542",171,"bicolor damselfish","1",3,1,1
"1543",171,"ocean surgeonfish","1",14,1,3
"1544",171,"redband parrotfish","1",3,1,1
"1545",171,"striped parrotfish","1",2,1,1
"1546",171,"yellowhead wrasse","1",5,1,1
"1547",171,"bluehead wrasse","1",2,1,1
"1548",171,"masked goby","1",1,1,1
"1549",171,"scad sp.","1",10,3,2
"1550",171,"blue chromis","2",6,2.75,2
"1551",171,"bicolor damselfish","2",4,9.75,1
"1552",171,"ocean surgeonfish","2",15,0.5,3
"1553",171,"redband parrotfish","2",4.5,1.5,1
"1554",171,"striped parrotfish","2",3.5,2.5,1
"1555",171,"yellowhead wrasse","2",6,0.5,2
"1556",171,"bluehead wrasse","2",3.5,7,1
"1557",171,"masked goby","2",1.5,10.5,1
"1558",171,"scad sp.","2",11.5,72,3
"1559",171,"white grunt","3",32,1,6
"1560",171,"butter hamlet","3",6,1,2
"1561",171,"barred hamlet","3",9,1,2
"1562",171,"brown chromis","3",5,1,1
"1563",171,"clown wrasse","3",7,1,2
"1564",171,"cocoa damselfish","3",6,1,2
"1565",171,"redtail parrotfish","3",35,1,6
"1566",171,"barracuda","3",130,1,6
"1567",171,"bar jack","3",18,1,4
"1568",171,"mutton snapper","3",60,1,6
"1569",171,"spanish hogfish","3",35,1,6
"1570",171,"harlequin bass","3",7,1,2
"1571",171,"french grunt","3",15,1,3
"1572",171,"foureye butterflyfish","3",7,1,2
"1573",171,"stoplight parrotfish","3",8,1,2
"1574",171,"graysby","3",17,1,4
"1575",171,"princess parrotfish","3",3,1,1
"1576",171,"creole wrasse","3",5,1,1
"1577",171,"blue chromis","3",7,7.5,2
"1578",171,"bicolor damselfish","3",5,21.5,1
"1579",171,"ocean surgeonfish","3",16,3,4
"1580",171,"redband parrotfish","3",6,5,2
"1581",171,"striped parrotfish","3",5,7,1
"1582",171,"yellowhead wrasse","3",7,3,2
"1583",171,"bluehead wrasse","3",5,16,1
"1584",171,"masked goby","3",2,23,1
"1585",171,"scad sp.","3",13,150,3
"1586",171,"blue chromis","4",8.5,2.75,2
"1587",171,"bicolor damselfish","4",6,9.75,2
"1588",171,"ocean surgeonfish","4",16.5,0.5,4
"1589",171,"redband parrotfish","4",10.5,1.5,3
"1590",171,"striped parrotfish","4",6.5,2.5,2
"1591",171,"yellowhead wrasse","4",9.5,0.5,2
"1592",171,"bluehead wrasse","4",8.5,7,2
"1593",171,"masked goby","4",2.5,10.5,1
"1594",171,"scad sp.","4",14.5,72,3
"1595",171,"rock beauty","5",23,1,5
"1596",171,"blue tang","5",14,1,3
"1597",171,"reef butterflyfish","5",11,1,3
"1598",171,"sharpnose puffer","5",4,1,1
"1599",171,"greenblotch parrotfish","5",4,1,1
"1600",171,"creole wrasse","5",5,1,1
"1601",171,"blue chromis","5",10,1,2
"1602",171,"bicolor damselfish","5",7,1,2
"1603",171,"ocean surgeonfish","5",17,1,4
"1604",171,"redband parrotfish","5",15,1,3
"1605",171,"striped parrotfish","5",8,1,2
"1606",171,"yellowhead wrasse","5",12,1,3
"1607",171,"bluehead wrasse","5",12,1,3
"1608",171,"masked goby","5",3,1,1
"1609",171,"scad sp.","5",16,3,4
"1610",172,"bluelip parrotfish","1",3,1,1
"1611",172,"yellowhead wrasse","1",3,1,1
"1612",172,"yellowhead jawfish","1",7,1,2
"1613",172,"spotfin butterflyfish","1",12,1,3
"1614",172,"reef butterflyfish","1",8,1,2
"1615",172,"striped parrotfish","1",8,1,2
"1616",172,"rock beauty","1",10,1,2
"1617",172,"greenblotch parrotfish","1",8,1,2
"1618",172,"ocean surgeonfish","1",8,1,2
"1619",172,"sharpnose puffer","1",3,1,1
"1620",172,"bicolor damselfish","1",3,1,1
"1621",172,"blue chromis","1",5,1,1
"1622",172,"redband parrotfish","1",3,1,1
"1623",172,"sharpnose puffer","2",3.5,0.25,1
"1624",172,"bicolor damselfish","2",4,7,1
"1625",172,"blue chromis","2",6,0.25,2
"1626",172,"redband parrotfish","2",4,0.75,1
"1627",172,"bluehead wrasse","3",13,1,3
"1628",172,"butter hamlet","3",8,1,2
"1629",172,"harlequin bass","3",7,1,2
"1630",172,"blue tang","3",15,1,3
"1631",172,"white grunt","3",28,1,5
"1632",172,"hogfish","3",30,1,5
"1633",172,"coney","3",25,1,5
"1634",172,"stoplight parrotfish","3",10,1,2
"1635",172,"spotted goatfish","3",17,1,4
"1636",172,"foureye butterflyfish","3",9,1,2
"1637",172,"graysby","3",16,1,4
"1638",172,"clown wrasse","3",8,1,2
"1639",172,"gray angelfish","3",37,1,6
"1640",172,"greenblotch parrotfish","3",6,1,2
"1641",172,"ocean surgeonfish","3",11,2,3
"1642",172,"sharpnose puffer","3",4,2.5,1
"1643",172,"bicolor damselfish","3",5,16,1
"1644",172,"blue chromis","3",7,2.5,2
"1645",172,"redband parrotfish","3",5,3.5,1
"1646",172,"sharpnose puffer","4",5,0.25,1
"1647",172,"bicolor damselfish","4",6,7,2
"1648",172,"blue chromis","4",7.5,0.25,2
"1649",172,"redband parrotfish","4",9,0.75,2
"1650",172,"bluelip parrotfish","5",4,1,1
"1651",172,"yellowhead wrasse","5",13,1,3
"1652",172,"yellowhead jawfish","5",8,1,2
"1653",172,"spotfin butterflyfish","5",13,1,3
"1654",172,"reef butterflyfish","5",9,1,2
"1655",172,"striped parrotfish","5",9,1,2
"1656",172,"rock beauty","5",20,1,4
"1657",172,"greenblotch parrotfish","5",10,1,2
"1658",172,"ocean surgeonfish","5",14,1,3
"1659",172,"sharpnose puffer","5",6,1,2
"1660",172,"bicolor damselfish","5",7,1,2
"1661",172,"blue chromis","5",8,1,2
"1662",172,"redband parrotfish","5",13,1,3
"1663",173,"graysby","1",15,1,3
"1664",173,"french grunt","1",15,1,3
"1665",173,"rock beauty","1",10,1,2
"1666",173,"greenblotch parrotfish","1",4,1,1
"1667",173,"foureye butterflyfish","1",7,1,2
"1668",173,"sharpnose puffer","1",3,1,1
"1669",173,"ocean surgeonfish","1",12,1,3
"1670",173,"yellowhead wrasse","1",2,1,1
"1671",173,"redband parrotfish","1",3,1,1
"1672",173,"bluehead wrasse","1",4,1,1
"1673",173,"striped parrotfish","1",5,1,1
"1674",173,"bicolor damselfish","1",2,1,1
"1675",173,"blue chromis","1",7,1,2
"1676",173,"bar jack","1",18,1,4
"1677",173,"masked goby","1",1,1.4,1
"1678",173,"creole wrasse","1",10,1.5,2
"1679",173,"yellowhead wrasse","2",4.5,1.25,1
"1680",173,"redband parrotfish","2",5.5,1.25,2
"1681",173,"bluehead wrasse","2",4.5,4.25,1
"1682",173,"striped parrotfish","2",7.5,1.75,2
"1683",173,"bicolor damselfish","2",4,11.75,1
"1684",173,"blue chromis","2",7,1.25,2
"1685",173,"bar jack","2",19,0.75,4
"1686",173,"masked goby","2",2,33.6,1
"1687",173,"creole wrasse","2",11,36,3
"1688",173,"harlequin bass","3",5,1,1
"1689",173,"cocoa damselfish","3",7,1,2
"1690",173,"clown wrasse","3",7,1,2
"1691",173,"spotted goatfish","3",19,1,4
"1692",173,"butter hamlet","3",10,1,2
"1693",173,"blue tang","3",13,1,3
"1694",173,"black hamlet","3",7,1,2
"1695",173,"brown chromis","3",8,1,2
"1696",173,"princess parrotfish","3",38,1,6
"1697",173,"french angelfish","3",40,1,6
"1698",173,"reef butterflyfish","3",8,1,2
"1699",173,"smooth trunkfish","3",23,1,5
"1700",173,"banded butterflyfish","3",10,1,2
"1701",173,"mutton snapper","3",60,1,6
"1702",173,"spanish hogfish","3",12,1,3
"1703",173,"red grouper","3",50,1,6
"1704",173,"gray angelfish","3",40,1,6
"1705",173,"doctorfish","3",10,1,2
"1706",173,"white grunt","3",20,1,4
"1707",173,"cero","3",50,1,6
"1708",173,"yellowtail snapper","3",11,1,3
"1709",173,"sharpnose puffer","3",3,1,1
"1710",173,"ocean surgeonfish","3",15,2,3
"1711",173,"yellowhead wrasse","3",7,4.5,2
"1712",173,"redband parrotfish","3",8,4.5,2
"1713",173,"bluehead wrasse","3",5,10.5,1
"1714",173,"striped parrotfish","3",10,5.5,2
"1715",173,"bicolor damselfish","3",6,25.5,2
"1716",173,"blue chromis","3",7,4.5,2
"1717",173,"bar jack","3",20,3.5,4
"1718",173,"masked goby","3",3,70,1
"1719",173,"creole wrasse","3",12,75,3
"1720",173,"yellowhead wrasse","4",9.5,1.25,2
"1721",173,"redband parrotfish","4",11.5,1.25,3
"1722",173,"bluehead wrasse","4",8.5,4.25,2
"1723",173,"striped parrotfish","4",11.5,1.75,3
"1724",173,"bicolor damselfish","4",7,11.75,2
"1725",173,"blue chromis","4",8.5,1.25,2
"1726",173,"bar jack","4",22,0.75,5
"1727",173,"masked goby","4",3.5,33.6,1
"1728",173,"creole wrasse","4",14,36,3
"1729",173,"graysby","5",20,1,4
"1730",173,"french grunt","5",17,1,4
"1731",173,"rock beauty","5",11,1,3
"1732",173,"greenblotch parrotfish","5",5,1,1
"1733",173,"foureye butterflyfish","5",8,1,2
"1734",173,"sharpnose puffer","5",4,1,1
"1735",173,"ocean surgeonfish","5",16,1,4
"1736",173,"yellowhead wrasse","5",12,1,3
"1737",173,"redband parrotfish","5",15,1,3
"1738",173,"bluehead wrasse","5",12,1,3
"1739",173,"striped parrotfish","5",13,1,3
"1740",173,"bicolor damselfish","5",8,1,2
"1741",173,"blue chromis","5",10,1,2
"1742",173,"bar jack","5",24,1,5
"1743",173,"masked goby","5",4,1.4,1
"1744",173,"creole wrasse","5",16,1.5,4
"1745",174,"blue tang","1",13,1,3
"1746",174,"cocoa damselfish","1",4,1,1
"1747",174,"porkfish","1",8,1,2
"1748",174,"redband parrotfish","1",4,1,1
"1749",174,"white grunt","1",15,1,3
"1750",174,"bluestriped grunt","1",20,1,4
"1751",174,"striped parrotfish","1",3,1,1
"1752",174,"sailor's choice","1",20,1,4
"1753",174,"stoplight parrotfish","1",4,1,1
"1754",174,"white grunt","2",20,7.75,4
"1755",174,"bluestriped grunt","2",25,9.25,5
"1756",174,"striped parrotfish","2",5,6.75,1
"1757",174,"sailor's choice","2",25,6,5
"1758",174,"stoplight parrotfish","2",4.5,1,1
"1759",174,"doctorfish","3",15,1,3
"1760",174,"bluehead wrasse","3",9,1,2
"1761",174,"colon goby","3",3,1,1
"1762",174,"schoolmaster snapper","3",30,1,5
"1763",174,"redtail parrotfish","3",37,1,6
"1764",174,"bar jack","3",38,1,6
"1765",174,"foureye butterflyfish","3",6,1,2
"1766",174,"blue angelfish","3",25,1,5
"1767",174,"spotfin butterflyfish","3",11,1,3
"1768",174,"porkfish","3",8,1,2
"1769",174,"redband parrotfish","3",11,1,3
"1770",174,"white grunt","3",25,17.5,5
"1771",174,"bluestriped grunt","3",30,20.5,5
"1772",174,"striped parrotfish","3",7,15.5,2
"1773",174,"sailor's choice","3",30,14,5
"1774",174,"stoplight parrotfish","3",5,4,1
"1775",174,"white grunt","4",27.5,7.75,5
"1776",174,"bluestriped grunt","4",32.5,9.25,6
"1777",174,"striped parrotfish","4",14,6.75,3
"1778",174,"sailor's choice","4",32.5,6,6
"1779",174,"stoplight parrotfish","4",6,1,2
"1780",174,"blue tang","5",15,1,3
"1781",174,"cocoa damselfish","5",7,1,2
"1782",174,"porkfish","5",10,1,2
"1783",174,"redband parrotfish","5",11,1,3
"1784",174,"white grunt","5",30,1,5
"1785",174,"bluestriped grunt","5",35,1,6
"1786",174,"striped parrotfish","5",21,1,5
"1787",174,"sailor's choice","5",35,1,6
"1788",174,"stoplight parrotfish","5",7,1,2
"1789",175,"harlequin bass","1",10,1,2
"1790",175,"graysby","1",15,1,3
"1791",175,"smooth trunkfish","1",15,1,3
"1792",175,"puddingwife","1",6,1,2
"1793",175,"greenblotch parrotfish","1",6,1,2
"1794",175,"doctorfish","1",17,1,4
"1795",175,"ocean surgeonfish","1",10,1,2
"1796",175,"clown wrasse","1",7,1,2
"1797",175,"bicolor damselfish","1",2,1,1
"1798",175,"bluehead wrasse","1",3,1,1
"1799",175,"yellowhead wrasse","1",5,1,1
"1800",175,"french grunt","1",8,1,2
"1801",175,"striped parrotfish","1",3,1,1
"1802",175,"redband parrotfish","1",3,1,1
"1803",175,"masked goby","1",1,1,1
"1804",175,"tomtate","1",5,2.2,1
"1805",175,"bicolor damselfish","2",3.5,23.5,1
"1806",175,"bluehead wrasse","2",3.5,6.5,1
"1807",175,"yellowhead wrasse","2",6,1.5,2
"1808",175,"french grunt","2",9,9.25,2
"1809",175,"striped parrotfish","2",3.5,1.25,1
"1810",175,"redband parrotfish","2",3.5,1,1
"1811",175,"masked goby","2",2,0.75,1
"1812",175,"tomtate","2",6,52.8,2
"1813",175,"stoplight parrotfish","3",27,1,5
"1814",175,"cero","3",38,1,6
"1815",175,"sharpnose puffer","3",3,1,1
"1816",175,"cocoa damselfish","3",6,1,2
"1817",175,"yellowtail snapper","3",13,1,3
"1818",175,"gray angelfish","3",38,1,6
"1819",175,"bar jack","3",13,1,3
"1820",175,"balloonfish","3",20,1,4
"1821",175,"butter hamlet","3",7,1,2
"1822",175,"white grunt","3",32,1,6
"1823",175,"blue parrotfish","3",40,1,6
"1824",175,"ocean surgeonfish","3",10,1,2
"1825",175,"clown wrasse","3",7,2,2
"1826",175,"bicolor damselfish","3",5,49,1
"1827",175,"bluehead wrasse","3",4,15,1
"1828",175,"yellowhead wrasse","3",7,5,2
"1829",175,"french grunt","3",10,20.5,2
"1830",175,"striped parrotfish","3",4,4.5,1
"1831",175,"redband parrotfish","3",4,4,1
"1832",175,"masked goby","3",3,3.5,1
"1833",175,"tomtate","3",7,110,2
"1834",175,"bicolor damselfish","4",6,23.5,2
"1835",175,"bluehead wrasse","4",7.5,6.5,2
"1836",175,"yellowhead wrasse","4",11.5,1.5,3
"1837",175,"french grunt","4",11,9.25,3
"1838",175,"striped parrotfish","4",6,1.25,2
"1839",175,"redband parrotfish","4",13.5,1,3
"1840",175,"masked goby","4",3.5,0.75,1
"1841",175,"tomtate","4",9,52.8,2
"1842",175,"harlequin bass","5",11,1,3
"1843",175,"graysby","5",17,1,4
"1844",175,"smooth trunkfish","5",25,1,5
"1845",175,"puddingwife","5",8,1,2
"1846",175,"greenblotch parrotfish","5",8,1,2
"1847",175,"doctorfish","5",21,1,5
"1848",175,"ocean surgeonfish","5",13,1,3
"1849",175,"clown wrasse","5",11,1,3
"1850",175,"bicolor damselfish","5",7,1,2
"1851",175,"bluehead wrasse","5",11,1,3
"1852",175,"yellowhead wrasse","5",16,1,4
"1853",175,"french grunt","5",12,1,3
"1854",175,"striped parrotfish","5",8,1,2
"1855",175,"redband parrotfish","5",23,1,5
"1856",175,"masked goby","5",4,1,1
"1857",175,"tomtate","5",11,2.2,3
"1858",176,"striped parrotfish","1",2,1,1
"1859",176,"graysby","1",12,1,3
"1860",176,"harlequin bass","1",10,1,2
"1861",176,"ocean surgeonfish","1",12,1,3
"1862",176,"blue tang","1",10,1,2
"1863",176,"puddingwife","1",8,1,2
"1864",176,"masked goby","1",2,1,1
"1865",176,"french grunt","1",10,1,2
"1866",176,"blue chromis","1",4,1,1
"1867",176,"redband parrotfish","1",3,1,1
"1868",176,"sergeant major","1",4,1,1
"1869",176,"yellowhead wrasse","1",4,1,1
"1870",176,"bluehead wrasse","1",3,1,1
"1871",176,"creole wrasse","1",4,1,1
"1872",176,"clown wrasse","1",7,1,2
"1873",176,"bicolor damselfish","1",2,1.64,1
"1874",176,"french grunt","2",12,1.5,3
"1875",176,"blue chromis","2",4.5,1.75,1
"1876",176,"redband parrotfish","2",4,0.25,1
"1877",176,"sergeant major","2",4.5,0.25,1
"1878",176,"yellowhead wrasse","2",5.5,0.5,2
"1879",176,"bluehead wrasse","2",5,2.25,1
"1880",176,"creole wrasse","2",4.5,5.5,1
"1881",176,"clown wrasse","2",7,0.25,2
"1882",176,"bicolor damselfish","2",3.5,39.36,1
"1883",176,"stoplight parrotfish","3",2,1,1
"1884",176,"white grunt","3",12,1,3
"1885",176,"butter hamlet","3",8,1,2
"1886",176,"spanish hogfish","3",30,1,5
"1887",176,"french angelfish","3",47,1,6
"1888",176,"gray angelfish","3",40,1,6
"1889",176,"greenblotch parrotfish","3",5,1,1
"1890",176,"rock beauty","3",8,1,2
"1891",176,"foureye butterflyfish","3",6,1,2
"1892",176,"smooth trunkfish","3",8,1,2
"1893",176,"yellowtail snapper","3",15,1,3
"1894",176,"cocoa damselfish","3",8,1,2
"1895",176,"cero","3",18,1,4
"1896",176,"sharpnose puffer","3",2,1,1
"1897",176,"yellow goatfish","3",12,1,3
"1898",176,"colon goby","3",3,1,1
"1899",176,"gray angelfish","3",47,1,6
"1900",176,"dog snapper","3",60,1,6
"1901",176,"blue tang","3",15,1,3
"1902",176,"puddingwife","3",8,1,2
"1903",176,"masked goby","3",3,2,1
"1904",176,"french grunt","3",14,5,3
"1905",176,"blue chromis","3",5,5.5,1
"1906",176,"redband parrotfish","3",5,2.5,1
"1907",176,"sergeant major","3",5,2.5,1
"1908",176,"yellowhead wrasse","3",7,3,2
"1909",176,"bluehead wrasse","3",7,6.5,2
"1910",176,"creole wrasse","3",5,13,1
"1911",176,"clown wrasse","3",7,2.5,2
"1912",176,"bicolor damselfish","3",5,82,1
"1913",176,"french grunt","4",15.5,1.5,4
"1914",176,"blue chromis","4",5.5,1.75,2
"1915",176,"redband parrotfish","4",11,0.25,3
"1916",176,"sergeant major","4",5.5,0.25,2
"1917",176,"yellowhead wrasse","4",10,0.5,2
"1918",176,"bluehead wrasse","4",7.5,2.25,2
"1919",176,"creole wrasse","4",6,5.5,2
"1920",176,"clown wrasse","4",9,0.25,2
"1921",176,"bicolor damselfish","4",6,39.36,2
"1922",176,"striped parrotfish","5",3,1,1
"1923",176,"graysby","5",15,1,3
"1924",176,"harlequin bass","5",12,1,3
"1925",176,"ocean surgeonfish","5",17,1,4
"1926",176,"blue tang","5",15,1,3
"1927",176,"puddingwife","5",45,1,6
"1928",176,"masked goby","5",4,1,1
"1929",176,"french grunt","5",17,1,4
"1930",176,"blue chromis","5",6,1,2
"1931",176,"redband parrotfish","5",17,1,4
"1932",176,"sergeant major","5",6,1,2
"1933",176,"yellowhead wrasse","5",13,1,3
"1934",176,"bluehead wrasse","5",8,1,2
"1935",176,"creole wrasse","5",7,1,2
"1936",176,"clown wrasse","5",11,1,3
"1937",176,"bicolor damselfish","5",7,1.64,2
"1938",177,"slippery dick","1",11,1,3
"1939",177,"greenblotch parrotfish","1",7,1,2
"1940",177,"doctorfish","1",20,1,4
"1941",177,"blue runner","1",27,1,5
"1942",177,"blue tang","1",6,1,2
"1943",177,"rainbow parrotfish","1",60,1,6
"1944",177,"french grunt","1",7,1,2
"1945",177,"white grunt","1",10,1,2
"1946",177,"striped parrotfish","1",5,1,1
"1947",177,"clown wrasse","1",5,1,1
"1948",177,"bluehead wrasse","1",3,1,1
"1949",177,"yellowhead wrasse","1",5,1,1
"1950",177,"bicolor damselfish","1",3,1.51,1
"1951",177,"tomtate","1",4,1.6,1
"1952",177,"french grunt","2",8,12.75,2
"1953",177,"white grunt","2",11,1.25,3
"1954",177,"striped parrotfish","2",5.5,0.5,2
"1955",177,"clown wrasse","2",6,0.25,2
"1956",177,"bluehead wrasse","2",4,1.75,1
"1957",177,"yellowhead wrasse","2",6,1,2
"1958",177,"bicolor damselfish","2",4,36.24,1
"1959",177,"tomtate","2",4.5,38.4,1
"1960",177,"blackear wrasse","3",7,1,2
"1961",177,"cocoa damselfish","3",7,1,2
"1962",177,"redband parrotfish","3",7,1,2
"1963",177,"queen angelfish","3",28,1,5
"1964",177,"spotfin butterflyfish","3",7,1,2
"1965",177,"blue angelfish","3",40,1,6
"1966",177,"butter hamlet","3",8,1,2
"1967",177,"hogfish","3",35,1,6
"1968",177,"ocean surgeonfish","3",8,1,2
"1969",177,"black grouper","3",65,1,6
"1970",177,"graysby","3",13,1,3
"1971",177,"puddingwife","3",11,1,3
"1972",177,"yellowtail damselfish","3",8,1,2
"1973",177,"stoplight parrotfish","3",6,1,2
