"","session","species","size_bin","prey_abundance"
"1538",175,"rosy blenny",2,1
"1539",175,"roughhead blenny",1,6
"1540",175,"saddled blenny",2,1
"1541",175,"scrawled filefish",6,1
"1542",175,"seaweed blenny",1,1
"1543",175,"sharpnose puffer",1,5
"1544",175,"sharpnose puffer",2,1
"1545",175,"slippery dick",1,7
"1546",175,"slippery dick",2,10
"1547",175,"slippery dick",3,1
"1548",175,"smooth trunkfish",2,1
"1549",175,"spanish hogfish",1,2
"1550",175,"spanish hogfish",3,1
"1551",175,"spotfin butterflyfish",2,1
"1552",175,"stoplight parrotfish",1,4
"1553",175,"stoplight parrotfish",2,7
"1554",175,"striped parrotfish",1,57
"1555",175,"striped parrotfish",2,20
"1556",175,"sunshinefish",1,1
"1557",175,"tomtate",2,102
"1558",175,"viper moray",6,1
"1559",175,"white grunt",2,2
"1560",175,"white grunt",5,3
"1561",175,"yellow jack",6,5
"1562",175,"yellowhead wrasse",1,10
"1563",175,"yellowhead wrasse",2,23
"1564",175,"yellowhead wrasse",3,4
"1565",176,"balloonfish",4,1
"1566",176,"barred cardinalfish",1,1
"1567",176,"beaugregory",2,2
"1568",176,"bicolor damselfish",1,193
"1569",176,"bicolor damselfish",2,84
"1570",176,"black margate",6,1
"1571",176,"blue parrotfish",6,1
"1572",176,"blue tang",2,2
"1573",176,"bluehead wrasse",1,56
"1574",176,"bluehead wrasse",2,25
"1575",176,"bluehead wrasse",3,3
"1576",176,"bridled goby",1,52
"1577",176,"bridled goby",2,14
"1578",176,"butter hamlet",1,1
"1579",176,"butter hamlet",2,3
"1580",176,"clown wrasse",2,10
"1581",176,"colon goby",1,22
"1582",176,"foureye butterflyfish",2,3
"1583",176,"french grunt",1,3
"1584",176,"french grunt",2,11
"1585",176,"french grunt",3,41
"1586",176,"goldspot goby",1,14
"1587",176,"goldspot goby",2,5
"1588",176,"graysby",2,2
"1589",176,"graysby",3,1
"1590",176,"graysby",4,2
"1591",176,"greenblotch parrotfish",1,6
"1592",176,"greenblotch parrotfish",2,7
"1593",176,"harlequin bass",1,2
"1594",176,"harlequin bass",2,7
"1595",176,"lantern bass",2,1
"1596",176,"lionfish",2,1
"1597",176,"masked goby",1,112
"1598",176,"neon goby",1,5
"1599",176,"ocean surgeonfish",5,2
"1600",176,"pallid goby",1,3
"1601",176,"pallid goby",2,1
"1602",176,"porkfish",3,1
"1603",176,"queen angelfish",1,1
"1604",176,"queen angelfish",4,1
"1605",176,"redband parrotfish",1,31
"1606",176,"redband parrotfish",2,9
"1607",176,"redband parrotfish",4,1
"1608",176,"redband parrotfish",5,1
"1609",176,"rock beauty",1,1
"1610",176,"roughhead blenny",1,3
"1611",176,"sharpnose puffer",1,9
"1612",176,"sharpnose puffer",2,1
"1613",176,"slippery dick",1,3
"1614",176,"slippery dick",2,11
"1615",176,"spanish hogfish",2,1
"1616",176,"spanish mackerel",5,1
"1617",176,"stoplight parrotfish",1,14
"1618",176,"stoplight parrotfish",2,6
"1619",176,"stoplight parrotfish",3,1
"1620",176,"striped parrotfish",1,32
"1621",176,"striped parrotfish",2,5
"1622",176,"tomtate",1,110
"1623",176,"tomtate",2,2
"1624",176,"white grunt",2,1
"1625",176,"white grunt",3,2
"1626",176,"yellowhead wrasse",1,4
"1627",176,"yellowhead wrasse",2,26
"1628",176,"yellowhead wrasse",3,5
"1629",177,"balloonfish",4,1
"1630",177,"barred blenny",1,1
"1631",177,"beaugregory",1,1
"1632",177,"beaugregory",2,4
"1633",177,"bicolor damselfish",1,201
"1634",177,"bicolor damselfish",2,79
"1635",177,"blackear wrasse",2,2
"1636",177,"blue angelfish",5,2
"1637",177,"blue chromis",2,1
"1638",177,"blue parrotfish",6,1
"1639",177,"blue tang",4,3
"1640",177,"bluehead wrasse",1,43
"1641",177,"bluehead wrasse",2,26
"1642",177,"bluehead wrasse",3,1
"1643",177,"bridled goby",1,54
"1644",177,"bridled goby",2,15
"1645",177,"butter hamlet",2,2
"1646",177,"clown wrasse",1,2
"1647",177,"clown wrasse",2,22
"1648",177,"clown wrasse",3,1
"1649",177,"colon goby",1,39
"1650",177,"doctorfish",4,8
"1651",177,"french grunt",1,1
"1652",177,"french grunt",2,32
"1653",177,"goldentail moray",6,1
"1654",177,"goldspot goby",1,18
"1655",177,"goldspot goby",2,7
"1656",177,"graysby",3,1
"1657",177,"graysby",4,1
"1658",177,"greenblotch parrotfish",1,1
"1659",177,"greenblotch parrotfish",2,2
"1660",177,"harlequin bass",1,1
"1661",177,"harlequin bass",2,4
"1662",177,"hogfish",5,3
"1663",177,"hogfish",6,1
"1664",177,"longfin damselfish",1,1
"1665",177,"neon goby",1,1
"1666",177,"ocean surgeonfish",3,2
"1667",177,"rainbow parrotfish",6,1
"1668",177,"red grouper",6,1
"1669",177,"redband parrotfish",1,23
"1670",177,"redband parrotfish",2,8
"1671",177,"redband parrotfish",3,1
"1672",177,"redband parrotfish",4,1
"1673",177,"redband parrotfish",5,2
"1674",177,"reef butterflyfish",2,1
"1675",177,"sharpnose puffer",1,2
"1676",177,"sharpnose puffer",2,1
"1677",177,"slippery dick",1,5
"1678",177,"slippery dick",2,30
"1679",177,"slippery dick",3,5
"1680",177,"stoplight parrotfish",1,3
"1681",177,"stoplight parrotfish",2,1
"1682",177,"striped grunt",2,7
"1683",177,"striped parrotfish",1,18
"1684",177,"striped parrotfish",2,4
"1685",177,"tomtate",2,309
"1686",177,"white grunt",2,1
"1687",177,"yellowhead wrasse",1,4
"1688",177,"yellowhead wrasse",2,48
"1689",177,"yellowhead wrasse",3,5
"1690",177,"yellowhead wrasse",4,1
"1691",178,"beaugregory",2,1
"1692",178,"bicolor damselfish",1,138
"1693",178,"bicolor damselfish",2,49
"1694",178,"black grouper",6,1
"1695",178,"blue chromis",2,15
"1696",178,"blue chromis",3,4
"1697",178,"blue dartfish",2,2
"1698",178,"blue tang",2,2
"1699",178,"blue tang",4,1
"1700",178,"bluehead wrasse",1,75
"1701",178,"bluehead wrasse",2,102
"1702",178,"bluehead wrasse",3,1
"1703",178,"bridled goby",1,58
"1704",178,"bridled goby",2,24
"1705",178,"brown chromis",2,1
"1706",178,"butter hamlet",2,1
"1707",178,"clown wrasse",2,1
"1708",178,"colon goby",1,13
"1709",178,"colon goby",2,2
"1710",178,"creole wrasse",1,17
"1711",178,"creole wrasse",2,4
"1712",178,"creole wrasse",4,12
"1713",178,"french angelfish",5,3
"1714",178,"french grunt",4,1
"1715",178,"goldspot goby",1,37
"1716",178,"goldspot goby",2,8
"1717",178,"graysby",2,1
"1718",178,"graysby",4,2
"1719",178,"graysby",5,1
"1720",178,"greenblotch parrotfish",1,5
"1721",178,"greenblotch parrotfish",2,3
"1722",178,"harlequin bass",1,1
"1723",178,"harlequin bass",2,5
"1724",178,"hogfish",4,1
"1725",178,"longfin damselfish",1,1
"1726",178,"longspine squirrelfish",5,1
"1727",178,"masked goby",1,359
"1728",178,"ocean surgeonfish",3,1
"1729",178,"ocean surgeonfish",4,3
"1730",178,"pallid goby",1,13
"1731",178,"pallid goby",2,4
"1732",178,"porcupinefish",6,1
"1733",178,"princess parrotfish",3,1
"1734",178,"princess parrotfish",4,3
"1735",178,"princess parrotfish",5,1
"1736",178,"redband parrotfish",1,19
"1737",178,"redband parrotfish",2,7
"1738",178,"redband parrotfish",3,2
"1739",178,"redband parrotfish",4,4
"1740",178,"redband parrotfish",5,1
"1741",178,"reef butterflyfish",2,2
"1742",178,"rock beauty",4,2
"1743",178,"roughhead blenny",1,5
"1744",178,"sand diver",4,1
"1745",178,"sharpnose puffer",1,6
"1746",178,"slippery dick",2,1
"1747",178,"spotfin butterflyfish",2,7
"1748",178,"spotfin butterflyfish",3,3
"1749",178,"spotted goatfish",3,1
"1750",178,"spotted goatfish",4,1
"1751",178,"squirrelfish",5,3
"1752",178,"stoplight parrotfish",2,2
"1753",178,"stoplight parrotfish",4,1
"1754",178,"stoplight parrotfish",5,3
"1755",178,"striped parrotfish",1,7
"1756",178,"striped parrotfish",2,6
"1757",178,"striped parrotfish",3,3
"1758",178,"sunshinefish",1,1
"1759",178,"trumpetfish",5,1
"1760",178,"yellowhead wrasse",1,12
"1761",178,"yellowhead wrasse",2,19
"1762",178,"yellowhead wrasse",3,4
"1763",179,"barred hamlet",2,1
"1764",179,"bicolor damselfish",1,76
"1765",179,"bicolor damselfish",2,45
"1766",179,"blue chromis",1,1
"1767",179,"blue chromis",2,4
"1768",179,"blue chromis",3,4
"1769",179,"blue tang",3,2
"1770",179,"blue tang",4,3
"1771",179,"bluehead wrasse",1,54
"1772",179,"bluehead wrasse",2,108
"1773",179,"bluehead wrasse",3,4
"1774",179,"bridled goby",1,25
"1775",179,"bridled goby",2,3
"1776",179,"butter hamlet",2,1
"1777",179,"colon goby",1,16
"1778",179,"creole wrasse",2,2
"1779",179,"foureye butterflyfish",2,1
"1780",179,"goldspot goby",1,17
"1781",179,"goldspot goby",2,1
"1782",179,"gray triggerfish",2,1
"1783",179,"graysby",4,3
"1784",179,"green moray",6,1
"1785",179,"greenblotch parrotfish",1,4
"1786",179,"harlequin bass",1,1
"1787",179,"harlequin bass",2,6
"1788",179,"longfin damselfish",1,1
"1789",179,"masked goby",1,44
"1790",179,"ocean surgeonfish",4,3
"1791",179,"pallid goby",1,5
"1792",179,"princess parrotfish",4,3
"1793",179,"princess parrotfish",5,5
"1794",179,"queen angelfish",5,1
"1795",179,"redband parrotfish",1,13
"1796",179,"redband parrotfish",2,3
"1797",179,"redband parrotfish",3,1
"1798",179,"redband parrotfish",4,3
"1799",179,"redband parrotfish",5,3
"1800",179,"redtail parrotfish",5,1
"1801",179,"roughhead blenny",1,10
"1802",179,"sharpnose puffer",1,10
"1803",179,"slippery dick",2,1
"1804",179,"smooth trunkfish",3,1
"1805",179,"smooth trunkfish",4,2
"1806",179,"spanish grunt",4,1
"1807",179,"spotfin butterflyfish",2,1
"1808",179,"spotted goatfish",3,1
"1809",179,"stoplight parrotfish",1,1
"1810",179,"stoplight parrotfish",5,1
"1811",179,"stoplight parrotfish",6,1
"1812",179,"striped parrotfish",1,1
"1813",179,"striped parrotfish",2,3
"1814",179,"striped parrotfish",3,1
"1815",179,"striped parrotfish",4,2
"1816",179,"striped parrotfish",5,2
"1817",179,"white grunt",4,1
"1818",179,"white grunt",5,1
"1819",179,"yellowhead wrasse",1,9
"1820",179,"yellowhead wrasse",2,11
"1821",179,"yellowhead wrasse",3,11
"1822",179,"yellowhead wrasse",4,1
"1823",179,"yellowtail snapper",5,6
"1824",180,"beaugregory",1,1
"1825",180,"beaugregory",2,1
"1826",180,"bicolor damselfish",1,91
"1827",180,"bicolor damselfish",2,70
"1828",180,"blue chromis",2,19
"1829",180,"blue chromis",3,1
"1830",180,"blue tang",3,1
"1831",180,"blue tang",4,1
"1832",180,"bluehead wrasse",1,81
"1833",180,"bluehead wrasse",2,58
"1834",180,"bluehead wrasse",3,2
"1835",180,"bluelip parrotfish",1,11
"1836",180,"bluelip parrotfish",2,4
"1837",180,"bridled goby",1,28
"1838",180,"bridled goby",2,2
"1839",180,"brown chromis",2,2
"1840",180,"butter hamlet",2,1
"1841",180,"colon goby",1,11
"1842",180,"foureye butterflyfish",2,2
"1843",180,"french grunt",3,1
"1844",180,"french grunt",4,1
"1845",180,"goldspot goby",1,30
"1846",180,"goldspot goby",2,2
"1847",180,"graysby",2,1
"1848",180,"graysby",5,1
"1849",180,"greenblotch parrotfish",1,3
"1850",180,"greenblotch parrotfish",2,1
"1851",180,"harlequin bass",1,2
"1852",180,"harlequin bass",2,1
"1853",180,"longspine squirrelfish",4,1
"1854",180,"masked goby",1,72
"1855",180,"ocean surgeonfish",4,2
"1856",180,"pallid goby",1,6
"1857",180,"princess parrotfish",2,1
"1858",180,"princess parrotfish",3,2
"1859",180,"princess parrotfish",4,1
"1860",180,"princess parrotfish",5,5
"1861",180,"redband parrotfish",1,25
"1862",180,"redband parrotfish",2,10
"1863",180,"redband parrotfish",3,2
"1864",180,"redband parrotfish",5,4
"1865",180,"roughhead blenny",1,20
"1866",180,"sharpnose puffer",1,11
"1867",180,"smooth trunkfish",3,2
"1868",180,"spotfin butterflyfish",3,1
"1869",180,"stoplight parrotfish",1,1
"1870",180,"stoplight parrotfish",2,2
"1871",180,"striped parrotfish",1,1
"1872",180,"striped parrotfish",2,4
"1873",180,"striped parrotfish",4,1
"1874",180,"yellowhead wrasse",1,12
"1875",180,"yellowhead wrasse",2,4
"1876",180,"yellowhead wrasse",3,5
"1877",180,"yellowhead wrasse",4,1
"1878",182,"balloonfish",4,1
"1879",182,"barred cardinalfish",1,1
"1880",182,"beaugregory",1,8
"1881",182,"beaugregory",2,6
"1882",182,"bicolor damselfish",1,12
"1883",182,"bicolor damselfish",2,3
"1884",182,"blue parrotfish",6,1
"1885",182,"bluehead wrasse",1,2
"1886",182,"bluestriped grunt",4,1
"1887",182,"bluestriped grunt",5,47
"1888",182,"bridled goby",1,6
"1889",182,"colon goby",2,1
"1890",182,"dusky damselfish",2,2
"1891",182,"french grunt",2,1
"1892",182,"goldspot goby",1,10
"1893",182,"goldspot goby",2,6
"1894",182,"gray snapper",4,5
"1895",182,"gray snapper",5,12
"1896",182,"gray snapper",6,1
"1897",182,"gray triggerfish",5,2
"1898",182,"hogfish",5,1
"1899",182,"hogfish",6,1
"1900",182,"masked goby",1,1
"1901",182,"neon goby",1,15
"1902",182,"ocean surgeonfish",4,2
"1903",182,"porkfish",1,1
"1904",182,"porkfish",5,2
"1905",182,"queen angelfish",2,2
"1906",182,"rainbow parrotfish",6,2
"1907",182,"red grouper",5,2
"1908",182,"red grouper",6,6
"1909",182,"redband parrotfish",1,1
"1910",182,"redband parrotfish",2,1
"1911",182,"roughhead blenny",1,5
"1912",182,"sailor's choice",5,1
"1913",182,"sergeant major",1,1
"1914",182,"spotfin butterflyfish",3,2
"1915",182,"spotted moray",6,4
"1916",182,"stoplight parrotfish",1,2
"1917",182,"stoplight parrotfish",2,1
"1918",182,"striped parrotfish",1,1
"1919",182,"striped parrotfish",2,1
"1920",182,"tiger goby",1,1
"1921",182,"tomtate",1,260
"1922",182,"white grunt",1,1
"1923",182,"white grunt",4,10
"1924",182,"white grunt",5,26
"1925",185,"balloonfish",3,1
"1926",185,"beaugregory",1,1
"1927",185,"beaugregory",2,4
"1928",185,"bicolor damselfish",1,1
"1929",185,"blue parrotfish",2,1
"1930",185,"blue tang",3,2
"1931",185,"bluehead wrasse",2,3
"1932",185,"bluestriped grunt",2,1
"1933",185,"bluestriped grunt",3,11
"1934",185,"bluestriped grunt",4,3
"1935",185,"bridled goby",2,1
"1936",185,"colon goby",1,1
"1937",185,"french grunt",2,9
"1938",185,"french grunt",4,1
"1939",185,"goldspot goby",1,4
"1940",185,"gray snapper",5,2
"1941",185,"highhat",3,1
"1942",185,"hogfish",5,1
"1943",185,"masked goby",1,16
"1944",185,"neon goby",1,6
"1945",185,"red grouper",6,1
"1946",185,"redband parrotfish",1,2
"1947",185,"redband parrotfish",2,13
"1948",185,"redband parrotfish",3,2
"1949",185,"roughhead blenny",1,4
"1950",185,"saucereye porgy",5,1
"1951",185,"sergeant major",2,1
"1952",185,"sharpnose puffer",2,1
"1953",185,"slippery dick",2,1
"1954",185,"stoplight parrotfish",1,3
"1955",185,"stoplight parrotfish",2,9
"1956",185,"stoplight parrotfish",4,1
"1957",185,"stoplight parrotfish",5,3
"1958",185,"striped parrotfish",1,9
"1959",185,"striped parrotfish",2,45
"1960",185,"striped parrotfish",4,1
"1961",185,"threespot damselfish",2,9
"1962",185,"tomtate",3,6
"1963",185,"white grunt",2,85
"1964",185,"white grunt",3,47
"1965",185,"white grunt",4,14
"1966",185,"white grunt",5,8
"1967",185,"yellowtail snapper",3,3
"1968",185,"yellowtail snapper",4,4
"1969",185,"yellowtail snapper",5,2
"1970",186,"beaugregory",2,5
"1971",186,"bicolor damselfish",1,2
"1972",186,"bicolor damselfish",2,1
"1973",186,"black hamlet",3,1
"1974",186,"blue parrotfish",2,1
"1975",186,"blue tang",3,2
"1976",186,"bluehead wrasse",1,5
"1977",186,"bluehead wrasse",2,50
"1978",186,"bluehead wrasse",3,7
"1979",186,"bluestriped grunt",3,1
"1980",186,"bridled goby",1,1
"1981",186,"bridled goby",2,1
"1982",186,"butter hamlet",2,4
"1983",186,"butter hamlet",3,1
"1984",186,"clown wrasse",2,2
"1985",186,"colon goby",1,4
"1986",186,"colon goby",2,4
"1987",186,"french grunt",3,3
"1988",186,"french grunt",4,1
"1989",186,"goldspot goby",1,5
"1990",186,"gray angelfish",5,1
"1991",186,"hogfish",3,1
"1992",186,"masked goby",1,6
"1993",186,"neon goby",1,1
"1994",186,"pallid goby",2,1
"1995",186,"redband parrotfish",1,1
"1996",186,"redband parrotfish",2,26
"1997",186,"redband parrotfish",3,1
"1998",186,"redband parrotfish",4,1
"1999",186,"roughhead blenny",1,11
"2000",186,"sharpnose puffer",1,2
"2001",186,"sharpnose puffer",2,5
"2002",186,"slender filefish",2,1
"2003",186,"slippery dick",2,1
"2004",186,"stoplight parrotfish",1,1
"2005",186,"stoplight parrotfish",2,10
"2006",186,"stoplight parrotfish",3,1
"2007",186,"striped parrotfish",1,12
"2008",186,"striped parrotfish",2,53
"2009",186,"striped parrotfish",3,3
"2010",186,"striped parrotfish",4,1
"2011",186,"threespot damselfish",2,4
"2012",186,"trumpetfish",6,1
"2013",186,"white grunt",2,8
"2014",186,"white grunt",3,28
"2015",186,"white grunt",4,17
"2016",186,"white grunt",5,3
"2017",186,"yellow jack",6,3
"2018",186,"yellowhead wrasse",2,1
"2019",187,"beaugregory",2,2
"2020",187,"bicolor damselfish",1,82
"2021",187,"bicolor damselfish",2,39
"2022",187,"blue chromis",1,1
"2023",187,"blue chromis",2,2
"2024",187,"blue parrotfish",6,2
"2025",187,"blue tang",5,1
"2026",187,"bluehead wrasse",1,39
"2027",187,"bluehead wrasse",2,62
"2028",187,"bluehead wrasse",3,3
"2029",187,"bluelip parrotfish",1,1
"2030",187,"bluelip parrotfish",2,8
"2031",187,"bridled goby",1,14
"2032",187,"bridled goby",2,2
"2033",187,"brown chromis",2,9
"2034",187,"butter hamlet",2,1
"2035",187,"butter hamlet",3,2
"2036",187,"clown wrasse",2,1
"2037",187,"colon goby",1,1
"2038",187,"creole wrasse",1,2
"2039",187,"creole wrasse",2,14
"2040",187,"doctorfish",4,3
"2041",187,"doctorfish",5,2
"2042",187,"eyed flounder",2,1
"2043",187,"foureye butterflyfish",2,5
"2044",187,"goldspot goby",1,35
"2045",187,"goldspot goby",2,5
"2046",187,"graysby",3,3
"2047",187,"graysby",4,1
"2048",187,"greenblotch parrotfish",1,4
"2049",187,"greenblotch parrotfish",2,2
"2050",187,"harlequin bass",2,3
"2051",187,"hogfish",5,1
"2052",187,"hogfish",6,1
"2053",187,"masked goby",1,138
"2054",187,"neon goby",1,2
"2055",187,"ocean surgeonfish",3,1
"2056",187,"ocean surgeonfish",4,1
"2057",187,"princess parrotfish",5,2
"2058",187,"queen angelfish",5,1
"2059",187,"queen parrotfish",2,1
"2060",187,"queen parrotfish",3,1
"2061",187,"redband parrotfish",1,13
"2062",187,"redband parrotfish",2,18
"2063",187,"redband parrotfish",3,10
"2064",187,"redband parrotfish",4,5
"2065",187,"redband parrotfish",5,1
"2066",187,"reef butterflyfish",2,1
"2067",187,"reef butterflyfish",3,2
"2068",187,"rock beauty",2,1
"2069",187,"roughhead blenny",1,6
"2070",187,"sand diver",2,2
"2071",187,"sharpnose puffer",1,13
"2072",187,"sharpnose puffer",2,4
"2073",187,"slippery dick",2,1
"2074",187,"spotfin butterflyfish",2,1
"2075",187,"spotfin butterflyfish",3,1
"2076",187,"spotted goatfish",2,1
"2077",187,"squirrelfish",5,3
"2078",187,"squirrelfish",6,1
"2079",187,"stoplight parrotfish",1,1
"2080",187,"stoplight parrotfish",5,1
"2081",187,"striped parrotfish",2,1
"2082",187,"striped parrotfish",3,1
"2083",187,"sunshinefish",1,1
"2084",187,"tobaccofish",3,1
"2085",187,"yellowhead wrasse",1,30
"2086",187,"yellowhead wrasse",2,17
"2087",187,"yellowhead wrasse",3,2
"2088",188,"beaugregory",2,3
"2089",188,"bicolor damselfish",1,46
"2090",188,"bicolor damselfish",2,43
"2091",188,"blue chromis",2,13
"2092",188,"blue chromis",3,1
"2093",188,"blue tang",5,1
"2094",188,"bluehead wrasse",1,6
"2095",188,"bluehead wrasse",2,31
"2096",188,"bluehead wrasse",3,5
"2097",188,"bridled goby",1,9
"2098",188,"bridled goby",2,2
"2099",188,"brown chromis",2,1
"2100",188,"brown chromis",3,3
"2101",188,"butter hamlet",2,1
"2102",188,"colon goby",1,1
"2103",188,"colon goby",2,1
"2104",188,"foureye butterflyfish",2,1
"2105",188,"goldspot goby",1,9
"2106",188,"gray triggerfish",6,2
"2107",188,"graysby",2,2
"2108",188,"graysby",3,2
"2109",188,"greenblotch parrotfish",1,3
"2110",188,"greenblotch parrotfish",2,2
"2111",188,"harlequin bass",2,2
"2112",188,"hogfish",5,3
"2113",188,"masked goby",1,5
"2114",188,"ocean surgeonfish",3,1
"2115",188,"ocean surgeonfish",4,2
"2116",188,"ocean surgeonfish",5,1
"2117",188,"pallid goby",1,4
"2118",188,"pallid goby",2,1
"2119",188,"princess parrotfish",4,1
"2120",188,"queen angelfish",5,2
"2121",188,"redband parrotfish",1,12
"2122",188,"redband parrotfish",2,18
"2123",188,"redband parrotfish",3,4
"2124",188,"redband parrotfish",4,1
"2125",188,"redband parrotfish",5,2
"2126",188,"roughhead blenny",1,2
"2127",188,"sharpnose puffer",1,16
"2128",188,"sharpnose puffer",2,8
"2129",188,"sharptail eel",6,1
"2130",188,"smooth trunkfish",3,1
"2131",188,"spanish hogfish",2,2
"2132",188,"spotted goatfish",4,1
"2133",188,"spotted goatfish",5,2
"2134",188,"spotted scorpionfish",5,1
"2135",188,"squirrelfish",5,2
"2136",188,"stoplight parrotfish",5,1
"2137",188,"striped parrotfish",1,2
"2138",188,"striped parrotfish",2,2
"2139",188,"striped parrotfish",3,1
"2140",188,"striped parrotfish",4,1
"2141",188,"tobaccofish",1,1
"2142",188,"white grunt",2,1
"2143",188,"white grunt",6,1
"2144",188,"yellowhead wrasse",1,11
"2145",188,"yellowhead wrasse",2,16
"2146",188,"yellowhead wrasse",3,4
"2147",189,"beaugregory",2,1
"2148",189,"bicolor damselfish",1,26
"2149",189,"bicolor damselfish",2,34
"2150",189,"black hamlet",2,1
"2151",189,"blackear wrasse",2,1
"2152",189,"blue chromis",2,5
"2153",189,"blue hamlet",2,1
"2154",189,"blue tang",3,1
"2155",189,"blue tang",4,3
"2156",189,"bluehead wrasse",1,27
"2157",189,"bluehead wrasse",2,43
"2158",189,"bluelip parrotfish",1,3
"2159",189,"bluelip parrotfish",2,1
"2160",189,"bridled goby",1,1
"2161",189,"butter hamlet",2,3
"2162",189,"clown wrasse",2,3
"2163",189,"colon goby",1,8
"2164",189,"creole wrasse",2,2
"2165",189,"creole wrasse",4,1
"2166",189,"goldspot goby",1,4
"2167",189,"gray angelfish",5,1
"2168",189,"graysby",2,1
"2169",189,"graysby",3,1
"2170",189,"graysby",4,1
"2171",189,"greenblotch parrotfish",1,5
"2172",189,"greenblotch parrotfish",2,4
"2173",189,"harlequin bass",1,1
"2174",189,"harlequin bass",2,3
"2175",189,"masked goby",1,3
"2176",189,"ocean surgeonfish",3,1
"2177",189,"ocean surgeonfish",4,2
"2178",189,"pallid goby",1,1
"2179",189,"pallid goby",2,1
"2180",189,"princess parrotfish",2,1
"2181",189,"princess parrotfish",5,1
"2182",189,"queen angelfish",5,2
"2183",189,"redband parrotfish",1,15
"2184",189,"redband parrotfish",2,16
"2185",189,"redband parrotfish",3,5
"2186",189,"redband parrotfish",4,4
"2187",189,"redband parrotfish",5,1
"2188",189,"redtail parrotfish",5,1
"2189",189,"reef butterflyfish",2,4
"2190",189,"roughhead blenny",1,6
"2191",189,"roughhead blenny",2,1
"2192",189,"sharpnose puffer",1,2
"2193",189,"stoplight parrotfish",5,1
"2194",189,"striped parrotfish",2,23
"2195",189,"striped parrotfish",3,4
"2196",189,"striped parrotfish",4,3
"2197",189,"yellowhead wrasse",1,8
"2198",189,"yellowhead wrasse",2,24
"2199",189,"yellowhead wrasse",3,1
"2200",189,"yellowhead wrasse",4,2
"2201",190,"bicolor damselfish",1,49
"2202",190,"bicolor damselfish",2,46
"2203",190,"black hamlet",2,1
"2204",190,"blue chromis",1,2
"2205",190,"blue chromis",2,22
"2206",190,"blue chromis",3,4
"2207",190,"blue tang",3,2
"2208",190,"blue tang",4,1
"2209",190,"bluehead wrasse",1,51
"2210",190,"bluehead wrasse",2,41
"2211",190,"bluehead wrasse",3,1
"2212",190,"bluelip parrotfish",1,6
"2213",190,"bridled goby",1,10
"2214",190,"bridled goby",2,2
"2215",190,"brown chromis",3,10
"2216",190,"butter hamlet",2,3
"2217",190,"colon goby",1,3
"2218",190,"coney",4,1
"2219",190,"creole wrasse",2,3
"2220",190,"creole wrasse",3,1
"2221",190,"creole wrasse",4,1
"2222",190,"foureye butterflyfish",2,1
"2223",190,"goldspot goby",1,15
"2224",190,"gray angelfish",5,1
"2225",190,"gray angelfish",6,1
"2226",190,"graysby",2,1
"2227",190,"graysby",3,1
"2228",190,"graysby",4,1
"2229",190,"greenblotch parrotfish",1,7
"2230",190,"greenblotch parrotfish",2,4
"2231",190,"harlequin bass",2,7
"2232",190,"hogfish",5,1
"2233",190,"masked goby",1,401
"2234",190,"mutton snapper",6,2
"2235",190,"ocean surgeonfish",4,5
"2236",190,"pallid goby",1,7
"2237",190,"pallid goby",2,3
"2238",190,"queen angelfish",4,1
"2239",190,"redband parrotfish",1,15
"2240",190,"redband parrotfish",2,16
"2241",190,"redband parrotfish",3,1
"2242",190,"redband parrotfish",5,3
"2243",190,"reef butterflyfish",2,2
"2244",190,"rock beauty",4,1
"2245",190,"roughhead blenny",1,12
"2246",190,"scrawled filefish",6,2
"2247",190,"sharpnose puffer",1,7
"2248",190,"sharpnose puffer",2,1
"2249",190,"smooth trunkfish",4,1
"2250",190,"spanish hogfish",1,1
"2251",190,"spanish hogfish",2,1
"2252",190,"spanish hogfish",5,2
"2253",190,"spotfin butterflyfish",2,2
"2254",190,"spotted goatfish",4,1
"2255",190,"stoplight parrotfish",2,2
"2256",190,"stoplight parrotfish",6,1
"2257",190,"striped parrotfish",1,1
"2258",190,"striped parrotfish",2,3
"2259",190,"sunshinefish",1,1
"2260",190,"tan hamlet",3,1
"2261",190,"yellowhead jawfish",2,1
"2262",190,"yellowhead wrasse",1,18
"2263",190,"yellowhead wrasse",2,17
"2264",190,"yellowhead wrasse",3,3
"2265",191,"banded jawfish",2,1
"2266",191,"beaugregory",2,2
"2267",191,"bicolor damselfish",2,1
"2268",191,"bluehead wrasse",1,1
"2269",191,"bluehead wrasse",2,2
"2270",191,"bridled goby",1,4
"2271",191,"bridled goby",2,1
"2272",191,"colon goby",1,1
"2273",191,"colon goby",2,2
"2274",191,"doctorfish",3,1
"2275",191,"doctorfish",4,1
"2276",191,"gray angelfish",4,2
"2277",191,"greenblotch parrotfish",1,1
"2278",191,"greenblotch parrotfish",2,2
"2279",191,"harlequin bass",2,1
"2280",191,"highhat",1,2
"2281",191,"highhat",2,1
"2282",191,"hogfish",3,1
"2283",191,"ocean surgeonfish",1,2
"2284",191,"ocean surgeonfish",3,1
"2285",191,"queen angelfish",2,1
"2286",191,"redband parrotfish",1,2
"2287",191,"redband parrotfish",2,18
"2288",191,"redband parrotfish",3,1
"2289",191,"rosy blenny",2,2
"2290",191,"roughhead blenny",1,4
"2291",191,"sergeant major",1,5
"2292",191,"sergeant major",2,1
"2293",191,"sharpnose puffer",2,1
"2294",191,"slippery dick",1,1
