session,date_site,site,SVC_date,SVC_surveyor,SVC_dive_start,SVC_dive_end,SVC_sample_start,SVC_sample_end,SVC_total_sample_time,SVC_cylinder_rad,SVC_cylinder_area,SVC_temp_f,SVC_current,SVC_vis_ft,SVC_habitat,SVC_max_depth,SVC_min_depth,SVC_stat_depth,max_hard_relief,max_soft_relief,Sub < .2m,Sub .2-.5m,Sub .5-1m,Sub 1-1.5m,Sub > 1.5m,sand,hard-bottom,Rubble,Algae (<1cm),Algae (>1cm),sponge,octocoral,stony,other,period,species,SVC_abundance,SVC_mean_tl,SVC_min_tl,SVC_max_tl,L1,A1,L2,A2,L3,A3,L4,A4,L5,A5
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,1,butter hamlet,1,6,6,6,NA,NA,NA,NA,6,1,NA,NA,NA,NA
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,1,blue tang,1,16,16,16,NA,NA,NA,NA,16,1,NA,NA,NA,NA
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,1,slippery dick,1,8,8,8,NA,NA,NA,NA,8,1,NA,NA,NA,NA
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,1,striped parrotfish,1,8,8,8,NA,NA,NA,NA,8,1,NA,NA,NA,NA
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,2,goldspot goby,1,6,6,6,NA,NA,NA,NA,6,1,NA,NA,NA,NA
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,2,rainbow parrotfish,1,48,48,48,NA,NA,NA,NA,48,1,NA,NA,NA,NA
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,2,colon goby,1,4,4,4,NA,NA,NA,NA,4,1,NA,NA,NA,NA
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,2,hogfish,1,35,35,35,NA,NA,NA,NA,35,1,NA,NA,NA,NA
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,2,blue angelfish,1,40,40,40,NA,NA,NA,NA,40,1,NA,NA,NA,NA
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,2,trumpetfish,1,44,44,44,NA,NA,NA,NA,44,1,NA,NA,NA,NA
170,2014-09-25_KL-P14,KL-P14,2014-09-25,Lizard,1342,1420,1347,1408,NA,4,50.26548246,81,None,12,Patch,12,10,10,0.4,1.2,30,60,5,5,0,0,85,15,10,20,5,60,5,0,2,balloonfish,1,25,25,25,NA,NA,NA,NA,25,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,1,white grunt,1,32,32,32,NA,NA,NA,NA,32,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,1,butter hamlet,1,6,6,6,NA,NA,NA,NA,6,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,1,barred hamlet,1,9,9,9,NA,NA,NA,NA,9,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,1,brown chromis,1,5,5,5,NA,NA,NA,NA,5,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,1,clown wrasse,1,7,7,7,NA,NA,NA,NA,7,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,1,cocoa damselfish,1,6,6,6,NA,NA,NA,NA,6,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,1,redtail parrotfish,1,35,35,35,NA,NA,NA,NA,35,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,1,barracuda,1,130,130,130,NA,NA,NA,NA,130,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,1,bar jack,1,18,18,18,NA,NA,NA,NA,18,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,2,mutton snapper,1,60,60,60,NA,NA,NA,NA,60,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,2,spanish hogfish,1,35,35,35,NA,NA,NA,NA,35,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,2,harlequin bass,1,7,7,7,NA,NA,NA,NA,7,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,2,french grunt,1,15,15,15,NA,NA,NA,NA,15,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,2,foureye butterflyfish,1,7,7,7,NA,NA,NA,NA,7,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,2,stoplight parrotfish,1,8,8,8,NA,NA,NA,NA,8,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,2,graysby,1,17,17,17,NA,NA,NA,NA,17,1,NA,NA,NA,NA
171,2014-09-25_KL-W11,KL-W11,2014-09-25,Lizard,1150,1240,1159,1228,NA,7,153.93804,84,Mild,60,Continuous,45,40,41,0.8,0.8,40,40,20,0,0,0,70,30,20,50,10,17,3,0,2,princess parrotfish,1,3,3,3,NA,NA,NA,NA,3,1,NA,NA,NA,NA
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,bluehead wrasse,1,13,13,13,NA,NA,NA,NA,13,1,NA,NA,NA,NA
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,butter hamlet,1,8,8,8,NA,NA,NA,NA,8,1,NA,NA,NA,NA
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,harlequin bass,1,7,7,7,NA,NA,NA,NA,7,1,NA,NA,NA,NA
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,blue tang,1,15,15,15,NA,NA,NA,NA,15,1,NA,NA,NA,NA
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,white grunt,1,28,28,28,NA,NA,NA,NA,28,1,NA,NA,NA,NA
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,hogfish,1,30,30,30,NA,NA,NA,NA,30,1,NA,NA,NA,NA
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,coney,1,25,25,25,NA,NA,NA,NA,25,1,NA,NA,NA,NA
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,1,stoplight parrotfish,1,10,10,10,NA,NA,NA,NA,10,1,NA,NA,NA,NA
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,2,spotted goatfish,1,17,17,17,NA,NA,NA,NA,17,1,NA,NA,NA,NA
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,2,foureye butterflyfish,1,9,9,9,NA,NA,NA,NA,9,1,NA,NA,NA,NA
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,2,graysby,1,16,16,16,NA,NA,NA,NA,16,1,NA,NA,NA,NA
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,2,clown wrasse,1,8,8,8,NA,NA,NA,NA,8,1,NA,NA,NA,NA
172,2014-09-26_KL-W12,KL-W12,2014-09-26,Lizard,1135,1215,1139,1200,NA,7,153.93804,83,None,60,Continuous,55,53,53,0.4,0.5,80,10,10,0,0,0,95,5,25,15,13,45,2,0,2,gray angelfish,1,37,37,37,NA,NA,NA,NA,37,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,1,harlequin bass,1,5,5,5,NA,NA,NA,NA,5,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,1,cocoa damselfish,1,7,7,7,NA,NA,NA,NA,7,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,1,clown wrasse,1,7,7,7,NA,NA,NA,NA,7,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,1,spotted goatfish,1,19,19,19,NA,NA,NA,NA,19,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,1,butter hamlet,1,10,10,10,NA,NA,NA,NA,10,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,1,blue tang,1,13,13,13,NA,NA,NA,NA,13,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,1,black hamlet,1,7,7,7,NA,NA,NA,NA,7,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,1,brown chromis,1,8,8,8,NA,NA,NA,NA,8,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,princess parrotfish,1,38,38,38,NA,NA,NA,NA,38,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,french angelfish,1,40,40,40,NA,NA,NA,NA,40,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,reef butterflyfish,1,8,8,8,NA,NA,NA,NA,8,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,smooth trunkfish,1,23,23,23,NA,NA,NA,NA,23,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,banded butterflyfish,1,10,10,10,NA,NA,NA,NA,10,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,mutton snapper,1,60,60,60,NA,NA,NA,NA,60,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,spanish hogfish,1,12,12,12,NA,NA,NA,NA,12,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,red grouper,1,50,50,50,NA,NA,NA,NA,50,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,gray angelfish,1,40,40,40,NA,NA,NA,NA,40,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,doctorfish,1,10,10,10,NA,NA,NA,NA,10,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,white grunt,1,20,20,20,NA,NA,NA,NA,20,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,cero,1,50,50,50,NA,NA,NA,NA,50,1,NA,NA,NA,NA
173,2014-09-26_KL-W13,KL-W13,2014-09-26,Lizard,955,1040,959,1031,NA,7,153.93804,85,Mild,60,Continuous,52,50,50,0.8,0.5,40,50,10,0,0,5,90,5,30,20,20,25,5,0,2,yellowtail snapper,1,11,11,11,NA,NA,NA,NA,11,1,NA,NA,NA,NA
174,2014-09-28_FKSP1,FKSP1,2014-09-28,Lizard,1630,1710,1638,1656,NA,3,28.27433388,83,None,10,Patch,15,7,9,1.3,0.2,10,10,70,10,0,0,100,0,25,60,0,0,15,0,1,doctorfish,1,15,15,15,NA,NA,NA,NA,15,1,NA,NA,NA,NA
174,2014-09-28_FKSP1,FKSP1,2014-09-28,Lizard,1630,1710,1638,1656,NA,3,28.27433388,83,None,10,Patch,15,7,9,1.3,0.2,10,10,70,10,0,0,100,0,25,60,0,0,15,0,1,bluehead wrasse,1,9,9,9,NA,NA,NA,NA,9,1,NA,NA,NA,NA
174,2014-09-28_FKSP1,FKSP1,2014-09-28,Lizard,1630,1710,1638,1656,NA,3,28.27433388,83,None,10,Patch,15,7,9,1.3,0.2,10,10,70,10,0,0,100,0,25,60,0,0,15,0,1,colon goby,1,3,3,3,NA,NA,NA,NA,3,1,NA,NA,NA,NA
174,2014-09-28_FKSP1,FKSP1,2014-09-28,Lizard,1630,1710,1638,1656,NA,3,28.27433388,83,None,10,Patch,15,7,9,1.3,0.2,10,10,70,10,0,0,100,0,25,60,0,0,15,0,1,schoolmaster snapper,1,30,30,30,NA,NA,NA,NA,30,1,NA,NA,NA,NA
174,2014-09-28_FKSP1,FKSP1,2014-09-28,Lizard,1630,1710,1638,1656,NA,3,28.27433388,83,None,10,Patch,15,7,9,1.3,0.2,10,10,70,10,0,0,100,0,25,60,0,0,15,0,2,redtail parrotfish,1,37,37,37,NA,NA,NA,NA,37,1,NA,NA,NA,NA
174,2014-09-28_FKSP1,FKSP1,2014-09-28,Lizard,1630,1710,1638,1656,NA,3,28.27433388,83,None,10,Patch,15,7,9,1.3,0.2,10,10,70,10,0,0,100,0,25,60,0,0,15,0,2,bar jack,1,38,38,38,NA,NA,NA,NA,38,1,NA,NA,NA,NA
174,2014-09-28_FKSP1,FKSP1,2014-09-28,Lizard,1630,1710,1638,1656,NA,3,28.27433388,83,None,10,Patch,15,7,9,1.3,0.2,10,10,70,10,0,0,100,0,25,60,0,0,15,0,2,foureye butterflyfish,1,6,6,6,NA,NA,NA,NA,6,1,NA,NA,NA,NA
174,2014-09-28_FKSP1,FKSP1,2014-09-28,Lizard,1630,1710,1638,1656,NA,3,28.27433388,83,None,10,Patch,15,7,9,1.3,0.2,10,10,70,10,0,0,100,0,25,60,0,0,15,0,2,blue angelfish,1,25,25,25,NA,NA,NA,NA,25,1,NA,NA,NA,NA
174,2014-09-28_FKSP1,FKSP1,2014-09-28,Lizard,1630,1710,1638,1656,NA,3,28.27433388,83,None,10,Patch,15,7,9,1.3,0.2,10,10,70,10,0,0,100,0,25,60,0,0,15,0,2,spotfin butterflyfish,1,11,11,11,NA,NA,NA,NA,11,1,NA,NA,NA,NA
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,1,stoplight parrotfish,1,27,27,27,NA,NA,NA,NA,27,1,NA,NA,NA,NA
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,1,cero,1,38,38,38,NA,NA,NA,NA,38,1,NA,NA,NA,NA
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,1,sharpnose puffer,1,3,3,3,NA,NA,NA,NA,3,1,NA,NA,NA,NA
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,2,cocoa damselfish,1,6,6,6,NA,NA,NA,NA,6,1,NA,NA,NA,NA
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,2,yellowtail snapper,1,13,13,13,NA,NA,NA,NA,13,1,NA,NA,NA,NA
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,2,gray angelfish,1,38,38,38,NA,NA,NA,NA,38,1,NA,NA,NA,NA
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,2,bar jack,1,13,13,13,NA,NA,NA,NA,13,1,NA,NA,NA,NA
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,2,balloonfish,1,20,20,20,NA,NA,NA,NA,20,1,NA,NA,NA,NA
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,2,butter hamlet,1,7,7,7,NA,NA,NA,NA,7,1,NA,NA,NA,NA
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,2,white grunt,1,32,32,32,NA,NA,NA,NA,32,1,NA,NA,NA,NA
175,2014-09-28_Ten 2A,Ten 2A,2014-09-28,Lizard,1435,1535,1448,1520,NA,7,153.93804,84,None,60,Continuous,33,28,29,0.7,1,50,40,10,0,0,0,10,90,20,40,15,20,5,0,2,blue parrotfish,1,40,40,40,NA,NA,NA,NA,40,1,NA,NA,NA,NA
176,2014-09-28_Ten 3A,Ten 3A,2014-09-28,Lizard,1240,1340,1253,1329,NA,7,153.93804,83,Mild,50,Continuous,33,28,28,1.2,1,20,60,15,5,0,0,95,5,10,20,20,45,5,0,1,stoplight parrotfish,1,2,2,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA
176,2014-09-28_Ten 3A,Ten 3A,2014-09-28,Lizard,1240,1340,1253,1329,NA,7,153.93804,83,Mild,50,Continuous,33,28,28,1.2,1,20,60,15,5,0,0,95,5,10,20,20,45,5,0,1,white grunt,1,12,12,12,NA,NA,NA,NA,12,1,NA,NA,NA,NA
176,2014-09-28_Ten 3A,Ten 3A,2014-09-28,Lizard,1240,1340,1253,1329,NA,7,153.93804,83,Mild,50,Continuous,33,28,28,1.2,1,20,60,15,5,0,0,95,5,10,20,20,45,5,0,1,butter hamlet,1,8,8,8,NA,NA,NA,NA,8,1,NA,NA,NA,NA
176,2014-09-28_Ten 3A,Ten 3A,2014-09-28,Lizard,1240,1340,1253,1329,NA,7,153.93804,83,Mild,50,Continuous,33,28,28,1.2,1,20,60,15,5,0,0,95,5,10,20,20,45,5,0,1,spanish hogfish,1,30,30,30,NA,NA,NA,NA,30,1,NA,NA,NA,NA
176,2014-09-28_Ten 3A,Ten 3A,2014-09-28,Lizard,1240,1340,1253,1329,NA,7,153.93804,83,Mild,50,Continuous,33,28,28,1.2,1,20,60,15,5,0,0,95,5,10,20,20,45,5,0,1,french angelfish,1,47,47,47,NA,NA,NA,NA,47,1,NA,NA,NA,NA
176,2014-09-28_Ten 3A,Ten 3A,2014-09-28,Lizard,1240,1340,1253,1329,NA,7,153.93804,83,Mild,50,Continuous,33,28,28,1.2,1,20,60,15,5,0,0,95,5,10,20,20,45,5,0,1,gray angelfish,1,40,40,40,NA,NA,NA,NA,40,1,NA,NA,NA,NA
